Location,Year,Predicted_Value,Lower_CI_95,Upper_CI_95
"Central Europe, Eastern Europe, and Central Asia",2020,14.110526315789526,10.01649211618485,18.204560515394203
"Central Europe, Eastern Europe, and Central Asia",2021,14.110526315789526,10.01649211618485,18.204560515394203
Chad,2019,7.16352441216533,6.7499996188984355,7.577049205432225
Chad,2020,7.42704882433066,6.763833199025951,8.090264449635368
Chad,2021,7.69057323649599,6.780299189542086,8.600847283449893
Chile,2019,11.576581320749241,10.47499943591778,12.678163205580702
Chile,2020,11.568394281221046,10.357309215532174,12.779479346909918
Chile,2021,11.877836786801046,10.410625913771934,13.345047659830158
China,2019,8,6.466429609590577,9.533570390409423
China,2020,8,5.831203955029192,10.168796044970808
China,2021,8,5.34377816682764,10.65622183317236
Colombia,2019,10.100000000000005,9.693818298827823,10.506181701172187
Colombia,2020,10.400000000000007,9.491750104962504,11.30824989503751
Colombia,2021,10.70000000000001,9.180207237436711,12.219792762563308
Comoros,2019,8.799999999999997,8.586052469170168,9.013947530829826
Comoros,2020,8.999999999999996,8.62406615880542,9.375933841194573
Comoros,2021,9.199999999999996,8.59796953902563,9.802030460974361
Congo,2019,10.600000000000003,10.11755459650517,11.082445403494836
Congo,2020,10.800000000000004,9.721219282353246,11.878780717646762
Congo,2021,11.000000000000005,9.194854592298432,12.805145407701579
Cook Islands,2019,19.2,16.864419208727686,21.535580791272313
Cook Islands,2020,19.2,15.896989968964608,22.50301003103539
Cook Islands,2021,19.2,15.15465540433443,23.245344595665568
Costa Rica,2019,8.918959451955807,8.400336571864523,9.437582332047091
Costa Rica,2020,9.16038054487513,8.253314533340234,10.067446556410026
Costa Rica,2021,9.401801637794453,8.228529373224344,10.575073902364561
Cote d'Ivoire,2019,10.600000000000005,10.088015030822985,11.111984969177024
Cote d'Ivoire,2020,10.800000000000008,9.655166805462057,11.944833194537958
Cote d'Ivoire,2021,11.00000000000001,9.084327658161586,12.915672341838436
Croatia,2019,22.89999999999999,22.006804879732226,23.793195120267757
Croatia,2020,23.099999999999987,21.102754993910164,25.09724500608981
Croatia,2021,23.299999999999983,19.957969880419657,26.64203011958031
Cuba,2019,11.38333333333349,11.088356724801887,11.678309941865091
Cuba,2020,11.566666666666979,11.149506746298767,11.98382658703519
Cuba,2021,11.750000000000469,11.239085526979379,12.26091447302156
Cyprus,2019,27.673935081850033,24.717082436262935,30.63078772743713
Cyprus,2020,27.325780601455065,23.942481093358843,30.709080109551287
Cyprus,2021,27.132172017576465,23.627484023887835,30.636860011265096
Czech Republic,2019,18.801412890305855,17.262217033504516,20.340608747107193
Czech Republic,2020,18.999145477148502,17.380166651373827,20.618124302923178
Czech Republic,2021,19.19687806399115,17.501867447204614,20.891888680777686
Democratic Republic of the Congo,2019,8.362937989468646,8.124278352519585,8.601597626417707
Democratic Republic of the Congo,2020,8.58626407375374,8.1813437304197425,8.991184417087739
Democratic Republic of the Congo,2021,8.834521094751588,8.183242423178514,9.485799766324662
Denmark,2019,15.183743471677108,14.10409794351067,16.263388999843546
Denmark,2020,14.767486943354214,12.979277306090848,16.555696580617578
Denmark,2021,14.35123041503132,11.834205932439474,16.868254897623167
Djibouti,2019,12.207283976253969,11.795603821520396,12.61896413098754
Djibouti,2020,12.678347883338468,11.726325881673487,13.630369885003448
Djibouti,2021,13.149411790422967,11.743660013535516,14.555163567310418
Dominica,2019,11.616666666665324,11.179682585589282,12.053650747741367
Dominica,2020,11.83333333333065,11.215344519331767,12.451322147329533
Dominica,2021,12.049999999995975,11.293121369473472,12.80687863051848
Dominican Republic,2019,8.936038194464775,8.494796685914467,9.377279703015082
Dominican Republic,2020,9.17207638892955,8.47129688484464,9.87285589301446
Dominican Republic,2021,9.408114583394326,8.453922132830876,10.362307033957777
Ecuador,2019,17.583333333334206,16.711308882783285,18.455357783885127
Ecuador,2020,17.76666666666841,16.533437861978353,18.999895471358467
Ecuador,2021,17.950000000002618,16.43960934620609,19.460390653799145
Egypt,2019,24.961111111107947,23.93024176802846,25.991980454187434
Egypt,2020,25.822222222215892,24.364352816198235,27.28009162823355
Egypt,2021,26.683333333323837,24.89781525514501,28.468851411502666
El Salvador,2019,5.677777777777688,5.469958464251801,5.885597091303576
El Salvador,2020,5.755555555555378,5.461654663844001,6.0494564472667545
El Salvador,2021,5.833333333333067,5.473379723512143,6.19328694315399
Equatorial Guinea,2019,12.988888888887578,12.334030359292967,13.643747418482189
Equatorial Guinea,2020,13.477777777775156,12.551667963786754,14.403887591763558
Equatorial Guinea,2021,13.966666666662734,12.83241842163502,15.100914911690447
Eritrea,2019,7.5717638045019235,7.316780236607907,7.82674737239594
Eritrea,2020,7.843527609003846,7.4020144500798555,8.285040767927837
Eritrea,2021,8.11529141350577,7.473423812990771,8.757159014020768
Estonia,2019,12.03148555826382,10.470484641152103,13.592486475375535
Estonia,2020,11.610324153496556,9.762235229701664,13.458413077291448
Estonia,2021,11.610324153496556,9.762235229701664,13.458413077291448
Ethiopia,2019,10.388888888888788,9.969654082904391,10.808123694873185
Ethiopia,2020,10.677777777777576,10.084890229335588,11.270665326219564
Ethiopia,2021,10.966666666666363,10.240530682400106,11.69280265093262
Federated States of Micronesia,2019,8.899999999999999,8.570638653124352,9.229361346875645
Federated States of Micronesia,2020,9.099999999999998,8.363525639225164,9.836474360774831
Federated States of Micronesia,2021,9.299999999999997,8.06764268354492,10.532357316455075
Fiji,2019,9.008288367864548,8.847135939733617,9.16944079599548
Fiji,2020,9.1680808954616,8.983994247519783,9.352167543403416
Fiji,2021,9.349591790133797,9.129132598678463,9.57005098158913
Finland,2019,19.000621289085405,17.27018430446208,20.73105827370873
Finland,2020,19.360661493973826,17.415108562207937,21.306214425739714
Finland,2021,19.545681491446807,17.54718177930835,21.544181203585264
France,2019,27.30774406245462,25.063318265695052,29.55216985921419
France,2020,27.4848017787549,24.53579847733378,30.43380508017602
France,2021,27.635705898617857,24.266043688493134,31.00536810874258
Gabon,2019,10.599999999999998,10.185583129815011,11.014416870184984
Gabon,2020,10.799999999999997,9.87333570724366,11.726664292756334
Gabon,2021,10.999999999999996,9.449394056468602,12.55060594353139
Georgia,2019,24.511111111111937,23.736114784488052,25.286107437735822
Georgia,2020,25.022222222223878,23.92621190632305,26.118232538124705
Georgia,2021,25.53333333333582,24.191000319944003,26.875666346727634
Germany,2019,16.536842105263155,15.246287673054749,17.82739653747156
Germany,2020,16.536842105263155,15.246287673054749,17.82739653747156
Germany,2021,16.536842105263155,15.246287673054749,17.82739653747156
Ghana,2019,7.761111111111794,6.973846784941341,8.548375437282246
Ghana,2020,7.9222222222235885,6.808862334980818,9.03558210946636
Ghana,2021,8.083333333335382,6.719751521421681,9.446915145249083
Global,2019,14.55,14.064039772994935,15.035960227005067
Global,2020,14.8,14.11274845619553,15.487251543804472
Global,2021,15.05,14.208292196369522,15.89170780363048
Greece,2019,45.9,39.31115331959623,52.48884668040377
Greece,2020,45.9,36.581963664176044,55.21803633582395
Greece,2021,45.9,34.48778278625913,57.312217213740865
Greenland,2019,19.016196188005058,16.850310771473886,21.18208160453623
Greenland,2020,18.37617635233249,16.113051722714793,20.639300981950186
Greenland,2021,18.37617635233249,16.020084795367058,20.73226790929792
Grenada,2019,11.011111111111113,10.61401417167998,11.408208050542246
Grenada,2020,11.222222222222223,10.660642344901866,11.78380209954258
Grenada,2021,11.433333333333335,10.74554125870851,12.12112540795816
Guam,2019,19.5,17.008787684725366,21.991212315274634
Guam,2020,19.5,15.976893756987735,23.023106243012265
Guam,2021,19.5,15.185093697503039,23.81490630249696
Guatemala,2019,5.677777777777179,5.481132147884325,5.874423407670034
Guatemala,2020,5.755555555554358,5.4774566387784835,6.033654472330233
Guatemala,2021,5.833333333331538,5.49273311127073,6.173933555392346
Guinea,2019,10.599999999999998,10.115219195148555,11.084780804851441
Guinea,2020,10.799999999999997,9.71599716616511,11.884002833834884
Guinea,2021,10.999999999999996,9.186116320561375,12.813883679438618
Guinea-Bissau,2019,6.010709257056151,5.794096877458491,6.2273216366538104
Guinea-Bissau,2020,6.221418514112301,5.852802798618546,6.590034229606056
Guinea-Bissau,2021,6.432127771168451,5.902787409663741,6.961468132673161
Guyana,2019,9.005555555555688,8.880265304780933,9.130845806330443
Guyana,2020,9.211111111111377,9.033923939232592,9.388298282990162
Guyana,2021,9.416666666667066,9.199657586632146,9.633675746701986
Haiti,2019,7.4944444444444445,7.298761057497073,7.690127831391816
Haiti,2020,7.688888888888889,7.412150789136814,7.965626988640964
Haiti,2021,7.883333333333333,7.544399764943325,8.22226690172334
High-income,2019,21.6578947368421,20.675051477191793,22.640737996492405
High-income,2020,21.6578947368421,20.675051477191793,22.640737996492405
High-income,2021,21.6578947368421,20.675051477191793,22.640737996492405
Honduras,2019,5.677777777777688,5.469958464251801,5.885597091303576
Honduras,2020,5.755555555555378,5.461654663844001,6.0494564472667545
Honduras,2021,5.833333333333067,5.473379723512143,6.19328694315399
Hungary,2019,16.4,14.31958905217721,18.480410947822786
Hungary,2020,16.4,13.457854622279546,19.342145377720453
Hungary,2021,16.4,12.796622537748405,20.003377462251592
Iceland,2019,19.684210526315784,17.39081707329781,21.977603979333757
Iceland,2020,19.684210526315784,17.39081707329781,21.977603979333757
Iceland,2021,19.684210526315784,17.39081707329781,21.977603979333757
India,2019,14.531900075900138,14.128051675219343,14.935748476580933
India,2020,14.962905069597623,14.213804463042301,15.712005676152945
India,2021,15.39391006329511,14.414517441947233,16.373302684642987
Indonesia,2019,5.159740431544823,4.179840184150556,6.139640678939091
Indonesia,2020,5.061376698828662,3.1276150377495844,6.995138359907739
Indonesia,2021,4.992394425316617,2.1014106237519425,7.883378226881291
Iran,2019,24.605180725573128,24.098340059819016,25.11202139132724
Iran,2020,25.151002005374135,24.580474962114202,25.721529048634068
Iran,2021,25.696823285175142,25.069037689832456,26.32460888051783
Iraq,2019,20.637111404188797,19.866205981790127,21.408016826587467
Iraq,2020,21.121021940140803,20.26735743025212,21.974686450029488
Iraq,2021,21.604932476092806,20.675851736542523,22.53401321564309
Ireland,2019,25.611111111112436,23.662821768447948,27.559400453776924
Ireland,2020,26.02222222222487,23.266925010401792,28.777519434047946
Ireland,2021,26.433333333337302,23.058797203997443,29.80786946267716
Israel,2019,19.5,17.014360510889336,21.985639489110664
Israel,2020,19.5,15.984774923329569,23.015225076670433
Israel,2021,19.5,15.194746115560784,23.805253884439217
Italy,2019,24.54736842105266,23.22712834475948,25.86760849734584
Italy,2020,24.54736842105266,23.22712834475948,25.86760849734584
Italy,2021,24.54736842105266,23.22712834475948,25.86760849734584
Jamaica,2019,7.2777777777783275,7.049236418376077,7.5063191371805775
Jamaica,2020,7.355555555556654,7.0323492655268085,7.678761845586499
Jamaica,2021,7.433333333334981,7.037488087219425,7.829178579450537
Japan,2019,13.48375168316104,12.120731240956664,14.846772125365417
Japan,2020,13.784130180448537,12.053209713027558,15.515050647869517
Japan,2021,14.019248997099645,12.097405918040192,15.941092076159098
Jordan,2019,12.1,11.172594323667223,13.027405676332776
Jordan,2020,12.1,10.788450314708394,13.411549685291606
Jordan,2021,12.1,10.493686249363854,13.706313750636145
Kazakhstan,2019,18.087260907400626,17.183301823111297,18.991219991689956
Kazakhstan,2020,17.874521814801255,16.31072724101032,19.43831638859219
Kazakhstan,2021,17.661782722201885,15.389813928857675,19.933751515546092
Kenya,2019,14.4,12.115228279293621,16.68477172070638
Kenya,2020,14.4,11.168844845650524,17.631155154349475
Kenya,2021,14.4,10.442659296039981,18.35734070396002
Kiribati,2019,6.700000000000001,6.51587428936026,6.884125710639742
Kiribati,2020,6.900000000000002,6.488282394604086,7.311717605395918
Kiribati,2021,7.100000000000003,6.4110646746898166,7.78893532531019
Kuwait,2019,10.5,6.3034587014148435,14.696541298585156
Kuwait,2020,10.5,4.565194380482071,16.43480561951793
Kuwait,2021,10.5,3.231377254789435,17.768622745210564
Kyrgyzstan,2019,19.229206074341455,18.589619545783307,19.868792602899603
Kyrgyzstan,2020,19.55841214868291,18.49843835449761,20.61838594286821
Kyrgyzstan,2021,19.88761822302436,18.394960206859363,21.38027623918936
Laos,2019,9.066666666664826,8.492282934531927,9.641050398797725
Laos,2020,9.333333333329652,8.52103206934083,10.145634597318473
Laos,2021,9.599999999994479,8.605138192899265,10.594861807089693
Latin America and Caribbean,2019,9.526315789473685,5.384628471719657,13.668003107227712
Latin America and Caribbean,2020,9.526315789473685,5.384628471719657,13.668003107227712
Latin America and Caribbean,2021,9.526315789473685,5.384628471719657,13.668003107227712
Latvia,2019,12.442086458234447,10.618990549928792,14.265182366540103
Latvia,2020,12.085353525375984,9.698019055756856,14.472687994995113
Latvia,2021,12.085353525375984,9.698019055756856,14.472687994995113
Lebanon,2019,21.2,17.84062678097869,24.55937321902131
Lebanon,2020,21.2,16.449128832587103,25.950871167412895
Lebanon,2021,21.2,15.381394903068882,27.018605096931118
Lesotho,2019,10.911473865242394,10.634021935810967,11.188925794673821
Lesotho,2020,11.180407808662194,10.742454428797354,11.618361188527034
Lesotho,2021,11.63820386939617,10.920577140873126,12.355830597919214
Liberia,2019,7.105555555555556,6.909874497394187,7.301236613716926
Liberia,2020,7.311111111111112,7.0343763047597845,7.587845917462439
Liberia,2021,7.5166666666666675,7.177737131852335,7.855596201481
Libya,2019,21.608832647349445,21.02860973162377,22.18905556307512
Libya,2020,22.053935264264652,21.43825128662842,22.669619241900882
Libya,2021,22.66916502098578,21.90810288271208,23.43022715925948
Lithuania,2019,18.30938400241736,15.927685939317488,20.691082065517232
Lithuania,2020,18.025342473704324,15.080532807020013,20.970152140388635
Lithuania,2021,17.8187979631545,14.61600312211809,21.021592804190906
Luxembourg,2019,25.497108485133364,22.84456077455643,28.149656195710296
Luxembourg,2020,25.84974880033305,22.87712458782251,28.822373012843588
Luxembourg,2021,26.0281359445956,22.978999775752982,29.07727211343822
Macedonia,2019,25.056805442506466,23.398789524859694,26.714821360153238
Macedonia,2020,25.531125430686586,23.786739077452445,27.275511783920727
Macedonia,2021,26.005445418866714,24.178767911606894,27.832122926126534
Madagascar,2019,7.75555555555508,7.502020027981721,8.009091083128439
Madagascar,2020,7.911111111110163,7.5525577294725,8.269664492747825
Madagascar,2021,8.066666666665245,7.627530251384407,8.505803081946084
Malawi,2019,10.398585576159629,10.060392066997565,10.736779085321693
Malawi,2020,10.679430229274253,10.150419769965115,11.20844068858339
Malawi,2021,11.213568780151647,10.343875526665766,12.083262033637528
Malaysia,2019,9.785910888336108,9.122784965652297,10.44903681101992
Malaysia,2020,9.671821776672216,8.453138036288388,10.890505517056043
Malaysia,2021,9.557732665008324,7.715281855413535,11.400183474603113
Maldives,2019,23.08888888888862,22.686130253127764,23.491647524649473
Maldives,2020,23.777777777777242,23.20819105272136,24.347364502833123
Maldives,2021,24.466666666665866,23.769068246340943,25.16426508699079
Mali,2019,10.7,10.194678751994832,11.205321248005166
Mali,2020,11,9.870067338985416,12.129932661014584
Mali,2021,11.3,9.40926101970764,13.19073898029236
Malta,2019,20.810526315789474,17.575500527766618,24.04555210381233
Malta,2020,20.810526315789474,17.575500527766618,24.04555210381233
Malta,2021,20.810526315789474,17.575500527766618,24.04555210381233
Marshall Islands,2019,8.222222222222223,7.882365805798573,8.562078638645874
Marshall Islands,2020,8.344444444444449,7.863814891078604,8.825073997810293
Marshall Islands,2021,8.466666666666672,7.878018086142624,9.05531524719072
Mauritania,2019,11.508734534225237,10.820532560269529,12.196936508180945
Mauritania,2020,12.017469068450474,10.876379421237075,13.158558715663872
Mauritania,2021,12.52620360267571,10.918734550896113,14.133672654455308
Mauritius,2019,16.949999999997083,16.632859328958446,17.26714067103572
Mauritius,2020,17.29999999999416,16.85149536183122,17.7485046381571
Mauritius,2021,17.649999999991238,17.10069624460583,18.199303755376643
Mexico,2019,7.050000000001433,6.583007383954101,7.516992616048766
Mexico,2020,6.900000000002867,6.2395727088606385,7.560427291145096
Mexico,2021,6.750000000004301,5.941145062250816,7.558854937757785
Moldova,2019,14.936478781403904,14.509374145908449,15.36358341689936
Moldova,2020,15.313307014927137,14.590673514719008,16.035940515135266
Moldova,2021,15.664504784767322,14.501663172033856,16.827346397500786
Monaco,2019,18.8,15.803957534616297,21.796042465383703
Monaco,2020,18.8,14.562956112008642,23.03704388799136
Monaco,2021,18.8,13.610702228321507,23.989297771678494
Mongolia,2019,26.45452914402192,25.05357523429653,27.855483053747307
Mongolia,2020,26.809058288043836,24.506315113743973,29.1118014623437
Mongolia,2021,27.163587432065754,23.941191320608787,30.38598354352272
Montenegro,2019,30.58333333333333,30.031964088999658,31.134702577667
Montenegro,2020,31.166666666666657,30.386912803454575,31.94642052987874
Montenegro,2021,31.74999999999999,30.795000455083215,32.70499954491677
Morocco,2019,15.100000000000001,14.587993581431633,15.61200641856837
Morocco,2020,15.300000000000002,14.15511884316492,16.444881156835084
Morocco,2021,15.500000000000004,13.584247401888,17.415752598112007
Mozambique,2019,7.755375237914235,7.45968149631617,8.0510689795123
Mozambique,2020,8.01075047582847,7.530641671997371,8.490859279659569
Mozambique,2021,8.266125713742705,7.600664688176856,8.931586739308553
Myanmar,2019,10.955958530519155,10.313059492709883,11.598857568328427
Myanmar,2020,11.268980500284986,10.059211839162103,12.478749161407869
Myanmar,2021,11.582002470050817,9.996517921386271,13.167487018715363
Namibia,2019,11.072222222221905,10.471657939886121,11.672786504557688
Namibia,2020,11.344444444443809,10.49511829128768,12.193770597599938
Namibia,2021,11.616666666665715,10.576458816449,12.65687451688243
Nauru,2019,10.820147481135598,10.476997423706832,11.163297538564363
Nauru,2020,11.092176904860432,10.444865717349707,11.739488092371158
Nauru,2021,11.383477206568736,10.34688885910886,12.420065554028612
Nepal,2019,18.53333333333356,17.755119556210417,19.3115471104567
Nepal,2020,18.966666666667113,17.86610618863397,20.067227144700254
Nepal,2021,19.400000000000666,18.052094198873302,20.74790580112803
Netherlands,2019,9.7220389585924,9.08792643292992,10.356151484254879
Netherlands,2020,9.74149125462657,8.895707859652322,10.587274649600818
Netherlands,2021,9.758660478817204,8.779178773413571,10.738142184220836
New Zealand,2019,27.7,21.754946712885204,33.64505328711479
New Zealand,2020,27.7,19.292425012331506,36.10757498766849
New Zealand,2021,27.7,17.40286565301281,37.99713434698719
Nicaragua,2019,5.783333333333049,5.578863432951778,5.98780323371432
Nicaragua,2020,5.866666666666099,5.577502560449829,6.155830772882369
Nicaragua,2021,5.949999999999148,5.595847743920239,6.304152256078058
Niger,2019,8.544760913746494,7.973872302408836,9.115649525084152
Niger,2020,8.889521827492988,7.99010658675539,9.788937068230586
Niger,2021,9.234282741239483,8.017771111022158,10.450794371456807
Nigeria,2019,15.044444444444446,14.079042088592905,16.00984680029599
Nigeria,2020,15.488888888888892,14.123603784096705,16.85417399368108
Nigeria,2021,15.933333333333337,14.261207403251777,17.605459263414897
Niue,2019,17.9,14.918955770762668,20.88104422923733
Niue,2020,17.9,13.684166820978515,22.115833179021482
Niue,2021,17.9,12.736679935350939,23.06332006464906
North Africa and Middle East,2019,18.015789473684208,9.085753635928306,26.94582531144011
North Africa and Middle East,2020,18.015789473684208,9.085753635928306,26.94582531144011
North Africa and Middle East,2021,18.015789473684208,9.085753635928306,26.94582531144011
North Korea,2019,10.830179198501453,10.367144737266416,11.29321365973649
North Korea,2020,10.768628184280155,10.151359187530382,11.385897181029929
North Korea,2021,10.714367458674634,9.999868607077117,11.42886631027215
Northern Mariana Islands,2019,17.773684210526312,14.96224424934471,20.585124171707914
Northern Mariana Islands,2020,17.773684210526312,14.96224424934471,20.585124171707914
Northern Mariana Islands,2021,17.773684210526312,14.96224424934471,20.585124171707914
Norway,2019,13.002839653135965,11.974119203714103,14.031560102557826
Norway,2020,13.337682025561612,11.630243172479812,15.045120878643413
Norway,2021,13.603254678102159,11.582475969748112,15.624033386456206
Oman,2019,18.713696120264213,16.4593492172569,20.968043023271527
Oman,2020,18.713696120264213,16.19578107262204,21.231611167906387
Oman,2021,18.713696120264213,15.957301298184637,21.47009094234379
Pakistan,2019,21.916666666666256,21.30326034521473,22.53007298811778
Pakistan,2020,22.433333333332513,21.565845794290375,23.30082087237465
Pakistan,2021,22.949999999998774,21.887549085560806,24.01245091443674
Palau,2019,19.9,16.53586063595548,23.264139364044517
Palau,2020,19.9,15.142388485655044,24.657611514344953
Palau,2021,19.9,14.073139697732444,25.726860302267553
Palestine,2019,15.024681870804116,13.923023750940441,16.12633999066779
Palestine,2020,15.317211666399345,14.025041200449163,16.609382132349527
Palestine,2021,15.583484389097581,14.04211260434669,17.124856173848475
Panama,2019,5.677777777777463,5.481132147884735,5.87442340767019
Panama,2020,5.755555555554925,5.477456638779229,6.033654472330621
Panama,2021,5.833333333332388,5.492733111271798,6.173933555392978
Papua New Guinea,2019,9.538888888888792,9.277310484947463,9.80046729283012
Papua New Guinea,2020,9.777777777777583,9.407850051299848,10.147705504255319
Papua New Guinea,2021,10.016666666666374,9.563599580877217,10.469733752455532
Paraguay,2019,18.388888888887216,17.42426638839405,19.353511389380383
Paraguay,2020,18.97777777777443,17.613595555006746,20.341960000542116
