id,year,domain,value
62,2019,1 Policy design,71.93075228
62,2020,1 Policy design,83.02360718
62,2021,1 Policy design,74.80201448
62,2022,1 Policy design,74.80201448
63,2017,1 Policy design,73.17406358
63,2018,1 Policy design,73.23072081
63,2019,1 Policy design,73.23072081
63,2020,1 Policy design,73.23072081
63,2021,1 Policy design,73.23072081
63,2022,1 Policy design,73.23072081
64,2017,1 Policy design,68.05823104
64,2018,1 Policy design,68.05823104
64,2019,1 Policy design,68.05823104
64,2020,1 Policy design,77.52596789
64,2021,1 Policy design,64.38967579
64,2022,1 Policy design,74.87252125
65,2017,1 Policy design,9.18319169
65,2018,1 Policy design,9.18319169
65,2019,1 Policy design,9.18319169
65,2020,1 Policy design,2.447277306
65,2021,1 Policy design,9.845451684
65,2022,1 Policy design,14.72961914
66,2017,1 Policy design,59.37362291
66,2018,1 Policy design,59.37362291
66,2019,1 Policy design,59.37362291
66,2020,1 Policy design,59.52470884
66,2021,1 Policy design,68.38684293
66,2022,1 Policy design,68.38684293
67,2017,1 Policy design,9.069877243
67,2018,1 Policy design,2.390620082
67,2019,1 Policy design,18.01038716
67,2020,1 Policy design,11.74504249
67,2021,1 Policy design,29.82215927
67,2022,1 Policy design,76.00283286
68,2017,1 Policy design,77.19106075
68,2018,1 Policy design,77.19106075
68,2019,1 Policy design,77.19106075
68,2020,1 Policy design,77.19106075
68,2021,1 Policy design,64.71702864
68,2022,1 Policy design,64.71702864
69,2017,1 Policy design,11.33113
69,2018,1 Policy design,79.38275102
69,2019,1 Policy design,79.38275102
69,2020,1 Policy design,79.38275102
69,2021,1 Policy design,88.87661316
69,2022,1 Policy design,79.96663519
70,2017,1 Policy design,84.26691848
70,2018,1 Policy design,84.21026125
70,2019,1 Policy design,84.21026125
70,2020,1 Policy design,84.09694681
70,2021,1 Policy design,82.61126849
70,2022,1 Policy design,77.12149827
71,2017,1 Policy design,78.35725527
71,2018,1 Policy design,85.22820271
71,2019,1 Policy design,78.30059805
71,2020,1 Policy design,87.76833491
71,2021,1 Policy design,92.02077432
71,2022,1 Policy design,81.14573497
72,2017,1 Policy design,46.61315707
72,2018,1 Policy design,46.61315707
72,2019,1 Policy design,49.34497954
72,2020,1 Policy design,48.73937677
72,2021,1 Policy design,51.26345609
72,2022,1 Policy design,51.47119924
73,2017,1 Policy design,76.23544224
73,2018,1 Policy design,76.23544224
73,2019,1 Policy design,82.97135663
73,2020,1 Policy design,82.97135663
73,2021,1 Policy design,76.23544224
73,2022,1 Policy design,76.23544224
74,2017,1 Policy design,11.85835694
74,2018,1 Policy design,5.17909978
74,2019,1 Policy design,11.91501416
74,2020,1 Policy design,31.94837897
74,2021,1 Policy design,100
74,2022,1 Policy design,100
75,2017,1 Policy design,11.38778722
75,2018,1 Policy design,11.38778722
75,2019,1 Policy design,11.38778722
75,2020,1 Policy design,11.38778722
75,2021,1 Policy design,0.321057602
75,2022,1 Policy design,5.065785332
76,2017,1 Policy design,2.239534152
76,2018,1 Policy design,2.239534152
76,2019,1 Policy design,2.239534152
76,2020,1 Policy design,5.065785332
76,2021,1 Policy design,2.939565628
76,2022,1 Policy design,5.122442556
77,2017,1 Policy design,80.11992446
77,2018,1 Policy design,80.11992446
77,2019,1 Policy design,80.11992446
77,2020,1 Policy design,80.11992446
77,2021,1 Policy design,71.84167454
77,2022,1 Policy design,76.50802644
78,2017,1 Policy design,9.126534466
78,2018,1 Policy design,9.126534466
78,2019,1 Policy design,9.18319169
78,2020,1 Policy design,11.91501416
78,2021,1 Policy design,11.91501416
78,2022,1 Policy design,5.17909978
79,2017,1 Policy design,11.38778722
79,2018,1 Policy design,11.38778722
79,2019,1 Policy design,11.38778722
79,2020,1 Policy design,11.38778722
79,2021,1 Policy design,11.38778722
79,2022,1 Policy design,11.91501416
80,2017,1 Policy design,0.377714825
80,2018,1 Policy design,0.377714825
80,2019,1 Policy design,29.15989928
80,2020,1 Policy design,5.009128108
80,2021,1 Policy design,5.810827825
80,2022,1 Policy design,73.47686497
81,2017,1 Policy design,9.18319169
81,2018,1 Policy design,77.28863708
81,2019,1 Policy design,77.28863708
81,2020,1 Policy design,77.28863708
81,2021,1 Policy design,69.01038716
81,2022,1 Policy design,73.09285489
82,2017,1 Policy design,66.4523135
82,2018,1 Policy design,75.47560592
82,2019,1 Policy design,81.68429336
82,2020,1 Policy design,81.68429336
82,2021,1 Policy design,76.11614731
82,2022,1 Policy design,69.3235757
83,2017,1 Policy design,84.41611583
83,2018,1 Policy design,84.47277306
83,2019,1 Policy design,91.20868744
83,2020,1 Policy design,91.20868744
83,2021,1 Policy design,91.20868744
83,2022,1 Policy design,95.35725527
84,2017,1 Policy design,70.93673277
84,2018,1 Policy design,73.00629525
84,2019,1 Policy design,72.94963802
84,2020,1 Policy design,57.1120554
84,2021,1 Policy design,69.45105445
84,2022,1 Policy design,59.9005351
85,2017,1 Policy design,92.47717973
85,2018,1 Policy design,94.22568461
85,2019,1 Policy design,96.61630469
85,2020,1 Policy design,96.61630469
85,2021,1 Policy design,100
85,2022,1 Policy design,100
86,2017,1 Policy design,52.43940825
86,2018,1 Policy design,52.43940825
86,2019,1 Policy design,49.65092855
86,2020,1 Policy design,51.77714825
86,2021,1 Policy design,97.93043752
86,2022,1 Policy design,97.93043752
87,2017,1 Policy design,11.91501416
87,2018,1 Policy design,11.91501416
87,2019,1 Policy design,11.91501416
87,2020,1 Policy design,11.91501416
87,2021,1 Policy design,11.91501416
87,2022,1 Policy design,11.91501416
88,2017,1 Policy design,13.65596475
88,2018,1 Policy design,59.09191061
88,2019,1 Policy design,59.09191061
88,2020,1 Policy design,61.88039031
88,2021,1 Policy design,64.80830973
88,2022,1 Policy design,64.80830973
89,2017,1 Policy design,0
89,2018,1 Policy design,2.22064841
89,2019,1 Policy design,4.952470884
89,2020,1 Policy design,4.952470884
89,2021,1 Policy design,5.065785332
89,2022,1 Policy design,4.460182562
90,2017,1 Policy design,9.013220019
90,2018,1 Policy design,2.333962858
90,2019,1 Policy design,5.122442556
90,2020,1 Policy design,2.333962858
90,2021,1 Policy design,3.052880076
90,2022,1 Policy design,16.05413912
91,2017,1 Policy design,11.85835694
91,2018,1 Policy design,11.85835694
91,2019,1 Policy design,11.85835694
91,2020,1 Policy design,83.05508341
91,2021,1 Policy design,85.84356311
91,2022,1 Policy design,85.78690589
92,2017,1 Policy design,7.000314762
92,2018,1 Policy design,9.069877243
92,2019,1 Policy design,76.58293988
92,2020,1 Policy design,76.58293988
92,2021,1 Policy design,79.34088763
92,2022,1 Policy design,76.52628266
93,2017,1 Policy design,100
93,2018,1 Policy design,99.94334278
93,2019,1 Policy design,99.94334278
93,2020,1 Policy design,100
93,2021,1 Policy design,93.20742839
93,2022,1 Policy design,93.26408562
94,2017,1 Policy design,75.47717973
94,2018,1 Policy design,79.55964747
94,2019,1 Policy design,89.08404155
94,2020,1 Policy design,86.95782184
94,2021,1 Policy design,87.01447907
94,2022,1 Policy design,93.72678628
95,2017,1 Policy design,11.80169972
95,2018,1 Policy design,25.02077432
95,2019,1 Policy design,27.03367957
95,2020,1 Policy design,27.03367957
95,2021,1 Policy design,29.76550205
95,2022,1 Policy design,31.94837897
96,2017,1 Policy design,7.056971986
96,2018,1 Policy design,9.261567517
96,2019,1 Policy design,7.135347812
96,2020,1 Policy design,27.03367957
96,2021,1 Policy design,16.68586717
96,2022,1 Policy design,20.82499213
97,2017,1 Policy design,81.13345924
97,2018,1 Policy design,81.24677369
97,2019,1 Policy design,81.24677369
97,2020,1 Policy design,81.24677369
97,2021,1 Policy design,79.70443815
97,2022,1 Policy design,79.70443815
98,2017,1 Policy design,4.460182562
98,2018,1 Policy design,18.22820271
98,2019,1 Policy design,93.12905257
98,2020,1 Policy design,93.07239534
98,2021,1 Policy design,84.85080264
98,2022,1 Policy design,84.85080264
99,2017,1 Policy design,48.90903368
99,2018,1 Policy design,60.0585458
99,2019,1 Policy design,60.0585458
99,2020,1 Policy design,64.91658798
99,2021,1 Policy design,67.04280768
99,2022,1 Policy design,67.04280768
100,2017,1 Policy design,9.013220019
100,2018,1 Policy design,88.05193579
100,2019,1 Policy design,70.80705068
100,2020,1 Policy design,88.05193579
100,2021,1 Policy design,64.07113629
100,2022,1 Policy design,75.69121813
101,2017,1 Policy design,88.53352219
101,2018,1 Policy design,88.53352219
101,2019,1 Policy design,88.53352219
101,2020,1 Policy design,83.69719862
101,2021,1 Policy design,78.18570979
101,2022,1 Policy design,78.18570979
102,2017,1 Policy design,2.447277306
102,2018,1 Policy design,5.17909978
102,2019,1 Policy design,51.51211835
102,2020,1 Policy design,51.45546113
102,2021,1 Policy design,78.28139754
102,2022,1 Policy design,74.14227258
103,2017,1 Policy design,0.207743154
103,2018,1 Policy design,4.460182562
103,2019,1 Policy design,63.30500472
103,2020,1 Policy design,66.0368272
103,2021,1 Policy design,66.0368272
103,2022,1 Policy design,73.40446963
104,2017,1 Policy design,8.655964747
104,2018,1 Policy design,9.18319169
104,2019,1 Policy design,9.18319169
104,2020,1 Policy design,79.96663519
104,2021,1 Policy design,79.96663519
104,2022,1 Policy design,82.78124016
105,2017,1 Policy design,2.390620082
105,2018,1 Policy design,2.390620082
105,2019,1 Policy design,2.390620082
105,2020,1 Policy design,2.447277306
105,2021,1 Policy design,2.447277306
105,2022,1 Policy design,9.126534466
106,2017,1 Policy design,93.26408562
106,2018,1 Policy design,93.26408562
106,2019,1 Policy design,93.26408562
106,2020,1 Policy design,93.26408562
106,2021,1 Policy design,100
106,2022,1 Policy design,100
107,2017,1 Policy design,5.065785332
107,2018,1 Policy design,22.42398489
107,2019,1 Policy design,70.03808624
107,2020,1 Policy design,72.76990872
107,2021,1 Policy design,59.69027384
107,2022,1 Policy design,59.69027384
108,2017,1 Policy design,11.25275417
108,2018,1 Policy design,11.25275417
108,2019,1 Policy design,11.25275417
108,2020,1 Policy design,11.25275417
108,2021,1 Policy design,11.25275417
108,2022,1 Policy design,11.25275417
109,2017,1 Policy design,65.39848914
109,2018,1 Policy design,72.26943658
109,2019,1 Policy design,72.26943658
109,2020,1 Policy design,79.00535096
109,2021,1 Policy design,79.00535096
109,2022,1 Policy design,79.00535096
110,2017,1 Policy design,2.333962858
110,2018,1 Policy design,2.390620082
110,2019,1 Policy design,2.390620082
110,2020,1 Policy design,8.599307523
110,2021,1 Policy design,5.122442556
110,2022,1 Policy design,11.91501416
111,2017,1 Policy design,5.065785332
111,2018,1 Policy design,5.065785332
111,2019,1 Policy design,5.065785332
111,2020,1 Policy design,69.79036827
111,2021,1 Policy design,69.79036827
111,2022,1 Policy design,69.79036827
112,2017,1 Policy design,86.33648096
112,2018,1 Policy design,93.07239534
112,2019,1 Policy design,93.07239534
112,2020,1 Policy design,93.07239534
112,2021,1 Policy design,84.85080264
112,2022,1 Policy design,84.85080264
113,2017,1 Policy design,3.052880076
113,2018,1 Policy design,3.052880076
113,2019,1 Policy design,3.052880076
113,2020,1 Policy design,3.052880076
113,2021,1 Policy design,2.882908404
113,2022,1 Policy design,9.618822789
114,2017,1 Policy design,5.009128108
114,2018,1 Policy design,2.277305634
114,2019,1 Policy design,2.277305634
114,2020,1 Policy design,2.277305634
114,2021,1 Policy design,9.069877243
114,2022,1 Policy design,11.80169972
115,2017,1 Policy design,6.887000315
115,2018,1 Policy design,6.887000315
115,2019,1 Policy design,6.887000315
115,2020,1 Policy design,6.887000315
115,2021,1 Policy design,6.887000315
115,2022,1 Policy design,14.67296191
116,2017,1 Policy design,5.17909978
116,2018,1 Policy design,5.17909978
116,2019,1 Policy design,5.17909978
116,2020,1 Policy design,5.17909978
116,2021,1 Policy design,82.78124016
116,2022,1 Policy design,95.86087504
117,2017,1 Policy design,16.15864023
117,2018,1 Policy design,67.52785647
117,2019,1 Policy design,69.59741895
117,2020,1 Policy design,69.59741895
117,2021,1 Policy design,68.05508341
117,2022,1 Policy design,68.05508341
118,2017,1 Policy design,62.08876298
118,2018,1 Policy design,55.46616305
118,2019,1 Policy design,44.42996538
118,2020,1 Policy design,44.42996538
118,2021,1 Policy design,58.00629525
118,2022,1 Policy design,51.27038086
119,2017,1 Policy design,0.321057602
119,2018,1 Policy design,9.069877243
119,2019,1 Policy design,9.069877243
119,2020,1 Policy design,5.065785332
119,2021,1 Policy design,5.122442556
119,2022,1 Policy design,5.122442556
120,2017,1 Policy design,55.94586088
120,2018,1 Policy design,56.0025181
120,2019,1 Policy design,55.94586088
120,2020,1 Policy design,56.0025181
120,2021,1 Policy design,37.31979855
120,2022,1 Policy design,46.84419263
121,2017,1 Policy design,86.46395971
121,2018,1 Policy design,90.60308467
121,2019,1 Policy design,90.60308467
121,2020,1 Policy design,90.60308467
121,2021,1 Policy design,82.32483475
121,2022,1 Policy design,82.32483475
122,2017,1 Policy design,7.11362921
122,2018,1 Policy design,0.321057602
122,2019,1 Policy design,0.321057602
122,2020,1 Policy design,0.15108593
122,2021,1 Policy design,0.15108593
122,2022,1 Policy design,6.943657539
123,2017,1 Policy design,18.69877243
123,2018,1 Policy design,18.69877243
123,2019,1 Policy design,18.69877243
123,2020,1 Policy design,18.69877243
123,2021,1 Policy design,18.69877243
123,2022,1 Policy design,91.09537299
124,2017,1 Policy design,0.15108593
124,2018,1 Policy design,0.15108593
124,2019,1 Policy design,0.15108593
124,2020,1 Policy design,0.15108593
124,2021,1 Policy design,0.15108593
124,2022,1 Policy design,2.882908404
125,2017,1 Policy design,84.41611583
125,2018,1 Policy design,80.27699087
125,2019,1 Policy design,84.41611583
125,2020,1 Policy design,79.61473088
125,2021,1 Policy design,78.20742839
125,2022,1 Policy design,89.02581051
126,2017,1 Policy design,67.43972301
126,2018,1 Policy design,67.43972301
126,2019,1 Policy design,74.28895184
126,2020,1 Policy design,67.49638023
126,2021,1 Policy design,67.49638023
126,2022,1 Policy design,65.9540447
127,2017,1 Policy design,14.72961914
127,2018,1 Policy design,14.72961914
127,2019,1 Policy design,14.72961914
127,2020,1 Policy design,14.72961914
127,2021,1 Policy design,14.72961914
127,2022,1 Policy design,14.72961914
128,2017,1 Policy design,95.86087504
128,2018,1 Policy design,95.86087504
128,2019,1 Policy design,93.12905257
128,2020,1 Policy design,90.94617564
128,2021,1 Policy design,93.67799811
128,2022,1 Policy design,75.93201133
129,2017,1 Policy design,0.377714825
129,2018,1 Policy design,0.377714825
129,2019,1 Policy design,0.377714825
129,2020,1 Policy design,13.15234498
129,2021,1 Policy design,9.069877243
129,2022,1 Policy design,13.98457664
130,2017,1 Policy design,9.069877243
130,2018,1 Policy design,9.069877243
130,2019,1 Policy design,11.91501416
130,2020,1 Policy design,2.939565628
130,2021,1 Policy design,11.85835694
