id,year,domain,value
130,2022,1 Policy design,3.052880076
131,2017,1 Policy design,76.41296821
131,2018,1 Policy design,76.41296821
131,2019,1 Policy design,73.68114573
131,2020,1 Policy design,91.75826251
131,2021,1 Policy design,94.49008499
131,2022,1 Policy design,94.49008499
132,2017,1 Policy design,50.89361032
132,2018,1 Policy design,57.57286749
132,2019,1 Policy design,57.57286749
132,2020,1 Policy design,52.9631728
132,2021,1 Policy design,55.834435
132,2022,1 Policy design,64.69656909
133,2017,1 Policy design,0.15108593
133,2018,1 Policy design,16.21529745
133,2019,1 Policy design,84.15360403
133,2020,1 Policy design,77.94491659
133,2021,1 Policy design,87.41265345
133,2022,1 Policy design,87.41265345
134,2017,1 Policy design,8.599307523
134,2018,1 Policy design,4.460182562
134,2019,1 Policy design,11.85835694
134,2020,1 Policy design,69.28706327
134,2021,1 Policy design,85.84356311
134,2022,1 Policy design,85.78690589
135,2017,1 Policy design,75.53226314
135,2018,1 Policy design,75.53226314
135,2019,1 Policy design,75.53226314
135,2020,1 Policy design,75.53226314
135,2021,1 Policy design,75.53226314
135,2022,1 Policy design,75.53226314
136,2017,1 Policy design,79.60686182
136,2018,1 Policy design,82.39534152
136,2019,1 Policy design,77.65061379
136,2020,1 Policy design,73.51148883
136,2021,1 Policy design,71.96915329
136,2022,1 Policy design,74.03871577
137,2017,1 Policy design,78.65250236
137,2018,1 Policy design,76.58293988
137,2019,1 Policy design,73.85111741
137,2020,1 Policy design,90.40761725
137,2021,1 Policy design,76.52628266
137,2022,1 Policy design,76.58293988
138,2017,1 Policy design,63.72049103
138,2018,1 Policy design,66.50897073
138,2019,1 Policy design,86.33648096
138,2020,1 Policy design,75.24362606
138,2021,1 Policy design,78.05823104
138,2022,1 Policy design,78.05823104
139,2017,1 Policy design,2.333962858
139,2018,1 Policy design,82.95278565
139,2019,1 Policy design,82.95278565
139,2020,1 Policy design,89.63204281
139,2021,1 Policy design,90.35096003
139,2022,1 Policy design,79.39754485
140,2017,1 Policy design,9.069877243
140,2018,1 Policy design,9.18319169
140,2019,1 Policy design,73.98363236
140,2020,1 Policy design,73.98363236
140,2021,1 Policy design,65.64872521
140,2022,1 Policy design,65.64872521
141,2017,1 Policy design,31.34057287
141,2018,1 Policy design,25.13188543
141,2019,1 Policy design,64.24803274
141,2020,1 Policy design,49.01605288
141,2021,1 Policy design,51.83065785
141,2022,1 Policy design,52.96348757
142,2017,1 Policy design,77.75259679
142,2018,1 Policy design,77.75259679
142,2019,1 Policy design,77.75259679
142,2020,1 Policy design,82.34812716
142,2021,1 Policy design,82.40478439
142,2022,1 Policy design,82.34812716
143,2017,1 Policy design,7.11362921
143,2018,1 Policy design,7.11362921
143,2019,1 Policy design,7.11362921
143,2020,1 Policy design,2.390620082
143,2021,1 Policy design,0.15108593
143,2022,1 Policy design,11.91501416
144,2017,1 Policy design,70.3745672
144,2018,1 Policy design,70.3745672
144,2019,1 Policy design,70.3745672
144,2020,1 Policy design,70.3745672
144,2021,1 Policy design,91.24016368
144,2022,1 Policy design,84.50424929
145,2017,1 Policy design,7.000314762
145,2018,1 Policy design,7.000314762
145,2019,1 Policy design,9.845451684
145,2020,1 Policy design,3.109537299
145,2021,1 Policy design,9.845451684
145,2022,1 Policy design,10.06326723
146,2017,1 Policy design,9.18319169
146,2018,1 Policy design,11.91501416
146,2019,1 Policy design,16.05413912
146,2020,1 Policy design,9.069877243
146,2021,1 Policy design,9.261567517
146,2022,1 Policy design,9.261567517
147,2017,1 Policy design,59.36229147
147,2018,1 Policy design,61.43185395
147,2019,1 Policy design,72.58136607
147,2020,1 Policy design,79.31728045
147,2021,1 Policy design,71.03903053
147,2022,1 Policy design,64.30311615
148,2017,1 Policy design,78.05036198
148,2018,1 Policy design,78.05036198
148,2019,1 Policy design,78.05036198
148,2020,1 Policy design,78.05036198
148,2021,1 Policy design,80.70380862
148,2022,1 Policy design,82.7733711
149,2017,1 Policy design,72.49323261
149,2018,1 Policy design,72.49323261
149,2019,1 Policy design,72.49323261
149,2020,1 Policy design,76.68901479
149,2021,1 Policy design,72.62826566
149,2022,1 Policy design,64.15832546
150,2017,1 Policy design,8.918791313
150,2018,1 Policy design,11.80169972
150,2019,1 Policy design,18.23544224
150,2020,1 Policy design,36.27195467
150,2021,1 Policy design,27.93704753
150,2022,1 Policy design,28.05036198
151,2017,1 Policy design,9.18319169
151,2018,1 Policy design,2.277305634
151,2019,1 Policy design,2.277305634
151,2020,1 Policy design,11.91501416
151,2021,1 Policy design,11.85835694
151,2022,1 Policy design,27.80925401
152,2017,1 Policy design,22.95121184
152,2018,1 Policy design,27.0903368
152,2019,1 Policy design,64.17721121
152,2020,1 Policy design,66.90903368
152,2021,1 Policy design,66.85237646
152,2022,1 Policy design,66.85237646
153,2017,1 Policy design,90.53226314
153,2018,1 Policy design,90.53226314
153,2019,1 Policy design,90.53226314
153,2020,1 Policy design,97.26817753
153,2021,1 Policy design,100
153,2022,1 Policy design,100
154,2017,1 Policy design,18.01038716
154,2018,1 Policy design,59.33868429
154,2019,1 Policy design,59.33868429
154,2020,1 Policy design,53.18665408
154,2021,1 Policy design,68.91281083
154,2022,1 Policy design,68.44224111
155,2017,1 Policy design,6.735914385
155,2018,1 Policy design,66.99842619
155,2019,1 Policy design,66.99842619
155,2020,1 Policy design,82.23040604
155,2021,1 Policy design,84.96222852
155,2022,1 Policy design,82.89266604
156,2017,1 Policy design,88.61189802
156,2018,1 Policy design,88.61189802
156,2019,1 Policy design,88.61189802
156,2020,1 Policy design,85.88007554
156,2021,1 Policy design,84.39439723
156,2022,1 Policy design,69.98583569
157,2017,1 Policy design,11.85835694
157,2018,1 Policy design,68.52187598
157,2019,1 Policy design,66.50897073
157,2020,1 Policy design,95.40446963
157,2021,1 Policy design,76.11614731
157,2022,1 Policy design,78.18570979
158,2017,1 Policy design,2.447277306
158,2018,1 Policy design,80.93988039
158,2019,1 Policy design,80.93988039
158,2020,1 Policy design,87.67579477
158,2021,1 Policy design,69.8470255
158,2022,1 Policy design,72.60497325
159,2017,1 Policy design,86.32546427
159,2018,1 Policy design,79.53289267
159,2019,1 Policy design,86.26880705
159,2020,1 Policy design,79.64620711
159,2021,1 Policy design,69.35505194
159,2022,1 Policy design,71.36795719
160,2017,1 Policy design,9.069877243
160,2018,1 Policy design,91.05949008
160,2019,1 Policy design,93.79131256
160,2020,1 Policy design,91.05949008
160,2021,1 Policy design,97.8737803
160,2022,1 Policy design,97.93043752
161,2017,1 Policy design,80.43626062
161,2018,1 Policy design,80.43626062
161,2019,1 Policy design,87.17217501
161,2020,1 Policy design,87.17217501
161,2021,1 Policy design,78.89392509
161,2022,1 Policy design,78.89392509
162,2017,1 Policy design,7.000314762
162,2018,1 Policy design,7.000314762
162,2019,1 Policy design,58.369531
162,2020,1 Policy design,58.369531
162,2021,1 Policy design,58.369531
162,2022,1 Policy design,58.369531
163,2017,1 Policy design,0.377714825
163,2018,1 Policy design,7.11362921
163,2019,1 Policy design,68.66666667
163,2020,1 Policy design,68.44003777
163,2021,1 Policy design,75.40258105
163,2022,1 Policy design,78.1605288
164,2017,1 Policy design,2.447277306
164,2018,1 Policy design,2.447277306
164,2019,1 Policy design,2.447277306
164,2020,1 Policy design,2.447277306
164,2021,1 Policy design,2.447277306
164,2022,1 Policy design,2.447277306
165,2017,1 Policy design,6.359773371
165,2018,1 Policy design,6.359773371
165,2019,1 Policy design,6.416430595
165,2020,1 Policy design,6.416430595
165,2021,1 Policy design,6.586402266
165,2022,1 Policy design,6.586402266
166,2017,1 Policy design,9.18319169
166,2018,1 Policy design,9.18319169
166,2019,1 Policy design,9.18319169
166,2020,1 Policy design,15.39187913
166,2021,1 Policy design,20.93830658
166,2022,1 Policy design,20.93830658
167,2017,1 Policy design,23.00786906
167,2018,1 Policy design,23.00786906
167,2019,1 Policy design,91.05949008
167,2020,1 Policy design,91.05949008
167,2021,1 Policy design,82.78124016
167,2022,1 Policy design,82.78124016
168,2017,1 Policy design,11.91501416
168,2018,1 Policy design,86.49543595
168,2019,1 Policy design,79.75952156
168,2020,1 Policy design,72.67075858
168,2021,1 Policy design,91.2968209
168,2022,1 Policy design,91.2968209
169,2017,1 Policy design,11.91501416
169,2018,1 Policy design,70.83852691
169,2019,1 Policy design,70.83852691
169,2020,1 Policy design,84.00094429
169,2021,1 Policy design,86.73276676
169,2022,1 Policy design,86.73276676
170,2017,1 Policy design,0.377714825
170,2018,1 Policy design,0.377714825
170,2019,1 Policy design,0.377714825
170,2020,1 Policy design,0.377714825
170,2021,1 Policy design,0.377714825
170,2022,1 Policy design,7.056971986
171,2017,1 Policy design,75.2892666
171,2018,1 Policy design,75.2892666
171,2019,1 Policy design,75.2892666
171,2020,1 Policy design,75.2892666
171,2021,1 Policy design,89.1706012
171,2022,1 Policy design,89.11394397
172,2017,1 Policy design,22.89455461
172,2018,1 Policy design,11.80169972
172,2019,1 Policy design,11.91501416
172,2020,1 Policy design,11.91501416
172,2021,1 Policy design,9.732137236
172,2022,1 Policy design,5.122442556
173,2017,1 Policy design,87.40950582
173,2018,1 Policy design,87.40950582
173,2019,1 Policy design,87.40950582
173,2020,1 Policy design,87.40950582
173,2021,1 Policy design,76.28611898
173,2022,1 Policy design,76.3427762
174,2017,1 Policy design,53.46679257
174,2018,1 Policy design,55.53635505
174,2019,1 Policy design,55.6496695
174,2020,1 Policy design,55.6496695
174,2021,1 Policy design,62.38558388
174,2022,1 Policy design,62.44224111
175,2017,1 Policy design,93.07239534
175,2018,1 Policy design,93.07239534
175,2019,1 Policy design,86.80705068
175,2020,1 Policy design,95.86087504
175,2021,1 Policy design,82.2776204
175,2022,1 Policy design,93.28769279
176,2017,1 Policy design,11.21781555
176,2018,1 Policy design,64.04815864
176,2019,1 Policy design,57.8394712
176,2020,1 Policy design,59.90903368
176,2021,1 Policy design,62.56248033
176,2022,1 Policy design,62.61913755
177,2017,1 Policy design,2.447277306
177,2018,1 Policy design,56.235757
177,2019,1 Policy design,43.0166824
177,2020,1 Policy design,56.95467422
177,2021,1 Policy design,52.73717343
177,2022,1 Policy design,63.74724583
178,2017,1 Policy design,9.18319169
178,2018,1 Policy design,9.18319169
178,2019,1 Policy design,9.18319169
178,2020,1 Policy design,9.18319169
178,2021,1 Policy design,11.85835694
178,2022,1 Policy design,11.85835694
179,2017,1 Policy design,11.19609695
179,2018,1 Policy design,0.264400378
179,2019,1 Policy design,0.264400378
179,2020,1 Policy design,0.264400378
179,2021,1 Policy design,0.264400378
179,2022,1 Policy design,3.109537299
180,2017,1 Policy design,78.45168398
180,2018,1 Policy design,76.26880705
180,2019,1 Policy design,65.23260938
180,2020,1 Policy design,74.39093484
180,2021,1 Policy design,63.85143217
180,2022,1 Policy design,65.97765187
181,2017,1 Policy design,0.15108593
181,2018,1 Policy design,0.15108593
181,2019,1 Policy design,0.15108593
181,2020,1 Policy design,0.15108593
181,2021,1 Policy design,2.882908404
181,2022,1 Policy design,2.882908404
182,2017,1 Policy design,75.47560592
182,2018,1 Policy design,64.43940825
182,2019,1 Policy design,68.63519043
182,2020,1 Policy design,79.43940825
182,2021,1 Policy design,93.26408562
182,2022,1 Policy design,93.79131256
183,2017,1 Policy design,9.18319169
183,2018,1 Policy design,9.18319169
183,2019,1 Policy design,9.18319169
183,2020,1 Policy design,9.18319169
183,2021,1 Policy design,9.18319169
183,2022,1 Policy design,9.18319169
184,2017,1 Policy design,87.67579477
184,2018,1 Policy design,87.67579477
184,2019,1 Policy design,94.49008499
184,2020,1 Policy design,91.75826251
184,2021,1 Policy design,94.49008499
184,2022,1 Policy design,94.54674221
185,2017,1 Policy design,81.74095058
185,2018,1 Policy design,81.74095058
185,2019,1 Policy design,81.74095058
185,2020,1 Policy design,91.20868744
185,2021,1 Policy design,91.20868744
185,2022,1 Policy design,99.94334278
186,2017,1 Policy design,16.21529745
186,2018,1 Policy design,88.89833176
186,2019,1 Policy design,87.05539817
186,2020,1 Policy design,86.99874095
186,2021,1 Policy design,97.76046585
186,2022,1 Policy design,93.73465534
187,2017,1 Policy design,84.3235757
187,2018,1 Policy design,84.3235757
187,2019,1 Policy design,84.3235757
187,2020,1 Policy design,84.3235757
187,2021,1 Policy design,84.3235757
187,2022,1 Policy design,79.96663519
188,2017,1 Policy design,73.13220019
188,2018,1 Policy design,73.13220019
188,2019,1 Policy design,73.07554297
188,2020,1 Policy design,77.28076802
188,2021,1 Policy design,69.0025181
188,2022,1 Policy design,68.94586088
189,2017,1 Policy design,0.377714825
189,2018,1 Policy design,0.377714825
189,2019,1 Policy design,68.61000944
189,2020,1 Policy design,66.59710419
189,2021,1 Policy design,66.59710419
189,2022,1 Policy design,75.97765187
190,2017,1 Policy design,15.94082468
190,2018,1 Policy design,15.9974819
190,2019,1 Policy design,15.94082468
190,2020,1 Policy design,15.94082468
190,2021,1 Policy design,15.94082468
190,2022,1 Policy design,16.05413912
191,2017,1 Policy design,2.447277306
191,2018,1 Policy design,2.277305634
191,2019,1 Policy design,2.277305634
191,2020,1 Policy design,2.277305634
191,2021,1 Policy design,2.277305634
191,2022,1 Policy design,2.731822474
192,2017,1 Policy design,5.065785332
192,2018,1 Policy design,5.065785332
192,2019,1 Policy design,5.065785332
192,2020,1 Policy design,9.18319169
192,2021,1 Policy design,9.18319169
192,2022,1 Policy design,9.18319169
193,2017,1 Policy design,77.99811143
193,2018,1 Policy design,64.00346239
193,2019,1 Policy design,93.12905257
193,2020,1 Policy design,73.23072081
193,2021,1 Policy design,82.72458294
193,2022,1 Policy design,82.78124016
1,2017,2 Implementation,55.6538963
1,2018,2 Implementation,57.66647968
1,2019,2 Implementation,76.13032141
1,2020,2 Implementation,68.2004245
1,2021,2 Implementation,68.94708914
1,2022,2 Implementation,61.41979988
2,2017,2 Implementation,6.613856883
2,2018,2 Implementation,6.613856883
2,2019,2 Implementation,6.613856883
2,2020,2 Implementation,6.613856883
2,2021,2 Implementation,11.99595209
2,2022,2 Implementation,6.208308065
3,2017,2 Implementation,72.1298211
3,2018,2 Implementation,67.63467253
3,2019,2 Implementation,67.2158581
3,2020,2 Implementation,69.08899333
3,2021,2 Implementation,69.23302001
3,2022,2 Implementation,69.23302001
4,2017,2 Implementation,60.32399939
4,2018,2 Implementation,69.41090055
4,2019,2 Implementation,69.08305033
4,2020,2 Implementation,74.81807156
4,2021,2 Implementation,76.01795027
4,2022,2 Implementation,72.10648878
5,2017,2 Implementation,9.371255306
5,2018,2 Implementation,5.037143723
5,2019,2 Implementation,18.28521831
5,2020,2 Implementation,12.7805185
5,2021,2 Implementation,11.10336568
5,2022,2 Implementation,12.54742268
6,2017,2 Implementation,59.04141904
6,2018,2 Implementation,62.44931777
6,2019,2 Implementation,62.64640691
6,2020,2 Implementation,59.36741965
6,2021,2 Implementation,60.3011977
6,2022,2 Implementation,61.89361734
7,2017,2 Implementation,15.63073075
7,2018,2 Implementation,20.07515161
7,2019,2 Implementation,19.88564281
7,2020,2 Implementation,19.88564281
7,2021,2 Implementation,3.805336568
7,2022,2 Implementation,13.40210734
8,2017,2 Implementation,12.57486355
8,2018,2 Implementation,13.04484536
8,2019,2 Implementation,18.01187083
8,2020,2 Implementation,21.96221953
8,2021,2 Implementation,28.53438448
8,2022,2 Implementation,28.53438448
9,2017,2 Implementation,1.233747726
9,2018,2 Implementation,1.233747726
9,2019,2 Implementation,3.022710734
9,2020,2 Implementation,3.022710734
9,2021,2 Implementation,6.676440267
9,2022,2 Implementation,17.56367495
10,2017,2 Implementation,29.73018496
10,2018,2 Implementation,29.472453
10,2019,2 Implementation,34.35600364
10,2020,2 Implementation,27.26088539
10,2021,2 Implementation,34.9397362
10,2022,2 Implementation,32.16532747
11,2017,2 Implementation,41.72230139
11,2018,2 Implementation,45.62234688
11,2019,2 Implementation,46.55473014
11,2020,2 Implementation,54.15782292
11,2021,2 Implementation,51.78138266
11,2022,2 Implementation,47.72973014
12,2017,2 Implementation,52.56215888
12,2018,2 Implementation,55.15463918
12,2019,2 Implementation,38.15521528
12,2020,2 Implementation,43.0994997
12,2021,2 Implementation,45.88386901
12,2022,2 Implementation,48.23192844
13,2017,2 Implementation,32.52733475
13,2018,2 Implementation,33.36875379
13,2019,2 Implementation,28.61957247
13,2020,2 Implementation,31.42434809
13,2021,2 Implementation,40.92437841
13,2022,2 Implementation,42.59584597
14,2017,2 Implementation,24.02587932
14,2018,2 Implementation,22.09293511
14,2019,2 Implementation,29.88747726
14,2020,2 Implementation,24.33865979
14,2021,2 Implementation,20.8784718
14,2022,2 Implementation,57.55027289
15,2017,2 Implementation,34.80333535
15,2018,2 Implementation,45.8284718
15,2019,2 Implementation,45.8284718
15,2020,2 Implementation,45.88979685
15,2021,2 Implementation,47.15163736
15,2022,2 Implementation,59.03282292
16,2017,2 Implementation,23.07080049
16,2018,2 Implementation,49.84081261
16,2019,2 Implementation,50.1913584
16,2020,2 Implementation,38.66737417
16,2021,2 Implementation,32.02513645
16,2022,2 Implementation,32.34351122
17,2017,2 Implementation,51.6487265
17,2018,2 Implementation,51.28103396
17,2019,2 Implementation,59.32568223
17,2020,2 Implementation,61.31173438
17,2021,2 Implementation,58.92207398
17,2022,2 Implementation,59.39423893
18,2017,2 Implementation,36.52028502
18,2018,2 Implementation,34.74269254
18,2019,2 Implementation,34.4034718
18,2020,2 Implementation,26.69804427
18,2021,2 Implementation,18.85996058
18,2022,2 Implementation,22.93250455
19,2017,2 Implementation,33.3047453
19,2018,2 Implementation,32.72863857
19,2019,2 Implementation,51.31557004
19,2020,2 Implementation,41.8349151
19,2021,2 Implementation,33.44076713
19,2022,2 Implementation,43.02801698
20,2017,2 Implementation,19.95153123
20,2018,2 Implementation,29.88937235
20,2019,2 Implementation,42.22445421
20,2020,2 Implementation,49.11023347
20,2021,2 Implementation,43.8715282
20,2022,2 Implementation,33.8048211
21,2017,2 Implementation,79.69981807
21,2018,2 Implementation,81.80715585
21,2019,2 Implementation,81.80715585
21,2020,2 Implementation,74.58010916
21,2021,2 Implementation,75.01976956
21,2022,2 Implementation,75.14105518
22,2017,2 Implementation,20.57686477
22,2018,2 Implementation,11.92010309
22,2019,2 Implementation,11.92010309
22,2020,2 Implementation,10.13114008
22,2021,2 Implementation,10.13114008
22,2022,2 Implementation,8.878532444
23,2017,2 Implementation,22.47005761
23,2018,2 Implementation,39.84422377
23,2019,2 Implementation,39.84422377
23,2020,2 Implementation,30.90638266
23,2021,2 Implementation,25.00886901
23,2022,2 Implementation,21.82387811
24,2017,2 Implementation,29.76429654
24,2018,2 Implementation,48.11623711
24,2019,2 Implementation,47.22175561
24,2020,2 Implementation,51.7719527
24,2021,2 Implementation,28.62530321
24,2022,2 Implementation,37.53226198
25,2017,2 Implementation,2.814205579
25,2018,2 Implementation,2.814205579
25,2019,2 Implementation,2.814205579
25,2020,2 Implementation,2.814205579
25,2021,2 Implementation,23.15607944
25,2022,2 Implementation,1.764372347
26,2017,2 Implementation,19.93632505
26,2018,2 Implementation,24.16047605
26,2019,2 Implementation,32.41737417
26,2020,2 Implementation,38.4285476
26,2021,2 Implementation,22.05503335
26,2022,2 Implementation,22.05503335
27,2017,2 Implementation,20.08937235
27,2018,2 Implementation,20.08937235
27,2019,2 Implementation,37.82734991
27,2020,2 Implementation,24.6891601
27,2021,2 Implementation,42.65269861
27,2022,2 Implementation,33.89360218
28,2017,2 Implementation,72.37525773
28,2018,2 Implementation,70.34182838
28,2019,2 Implementation,58.60744391
28,2020,2 Implementation,58.98646149
28,2021,2 Implementation,76.96710127
28,2022,2 Implementation,78.19411765
29,2017,2 Implementation,22.95803517
29,2018,2 Implementation,22.95803517
29,2019,2 Implementation,25.64147968
29,2020,2 Implementation,24.44099454
29,2021,2 Implementation,21.75755003
29,2022,2 Implementation,8.501364463
30,2017,2 Implementation,64.16532747
30,2018,2 Implementation,62.99984839
30,2019,2 Implementation,72.75950576
30,2020,2 Implementation,74.6496513
30,2021,2 Implementation,76.7837174
30,2022,2 Implementation,70.67663736
31,2017,2 Implementation,10.474151
31,2018,2 Implementation,27.6361128
31,2019,2 Implementation,38.32251364
31,2020,2 Implementation,33.5771225
31,2021,2 Implementation,37.3051698
31,2022,2 Implementation,23.68106428
32,2017,2 Implementation,56.66876895
32,2018,2 Implementation,57.61631292
32,2019,2 Implementation,60.13493026
32,2020,2 Implementation,64.53911461
32,2021,2 Implementation,67.11782899
32,2022,2 Implementation,67.39072165
33,2017,2 Implementation,3.667040631
33,2018,2 Implementation,4.561522135
33,2019,2 Implementation,8.215251668
33,2020,2 Implementation,35.17477259
33,2021,2 Implementation,35.21073378
33,2022,2 Implementation,38.80761067
34,2017,2 Implementation,5.389630079
34,2018,2 Implementation,9.839251061
34,2019,2 Implementation,9.839251061
34,2020,2 Implementation,9.839251061
34,2021,2 Implementation,9.839251061
34,2022,2 Implementation,9.858247423
35,2017,2 Implementation,40.6686325
35,2018,2 Implementation,52.63033657
35,2019,2 Implementation,53.48502122
35,2020,2 Implementation,54.64420861
35,2021,2 Implementation,60.82548514
35,2022,2 Implementation,62.42061856
36,2017,2 Implementation,33.20286537
36,2018,2 Implementation,39.50213766
36,2019,2 Implementation,40.10477562
36,2020,2 Implementation,35.23162523
36,2021,2 Implementation,33.40286537
36,2022,2 Implementation,37.63640085
37,2017,2 Implementation,23.6961795
37,2018,2 Implementation,23.6961795
37,2019,2 Implementation,23.21861734
37,2020,2 Implementation,22.75621589
37,2021,2 Implementation,19.13659794
37,2022,2 Implementation,16.11014251
38,2017,2 Implementation,7.69031231
38,2018,2 Implementation,8.516570649
38,2019,2 Implementation,8.516570649
38,2020,2 Implementation,8.516570649
38,2021,2 Implementation,7.622089145
38,2022,2 Implementation,8.516570649
39,2017,2 Implementation,21.98496058
39,2018,2 Implementation,22.87944209
39,2019,2 Implementation,24.97919951
39,2020,2 Implementation,14.95418435
39,2021,2 Implementation,24.84275318
39,2022,2 Implementation,30.70615525
40,2017,2 Implementation,46.90950576
40,2018,2 Implementation,48.52037599
40,2019,2 Implementation,50.54763493
40,2020,2 Implementation,56.62926016
40,2021,2 Implementation,59.22557611
40,2022,2 Implementation,60.68091267
41,2017,2 Implementation,12.33896301
41,2018,2 Implementation,14.54664948
41,2019,2 Implementation,14.54664948
41,2020,2 Implementation,13.75450273
41,2021,2 Implementation,17.59963614
41,2022,2 Implementation,12.17593996
42,2017,2 Implementation,38.34933293
42,2018,2 Implementation,38.34933293
42,2019,2 Implementation,38.34933293
42,2020,2 Implementation,61.22105822
42,2021,2 Implementation,18.35586719
42,2022,2 Implementation,34.47349909
43,2017,2 Implementation,25.35632201
43,2018,2 Implementation,21.32736507
43,2019,2 Implementation,22.12140691
43,2020,2 Implementation,19.56682838
43,2021,2 Implementation,19.04757429
43,2022,2 Implementation,19.63126137
44,2017,2 Implementation,24.78021528
44,2018,2 Implementation,40.031792
44,2019,2 Implementation,40.77466646
44,2020,2 Implementation,28.81287144
44,2021,2 Implementation,20.05756519
44,2022,2 Implementation,23.78709824
45,2017,2 Implementation,4.297574287
45,2018,2 Implementation,4.297574287
45,2019,2 Implementation,4.297574287
45,2020,2 Implementation,26.61087022
45,2021,2 Implementation,13.93268648
45,2022,2 Implementation,16.60097029
46,2017,2 Implementation,25.68981201
46,2018,2 Implementation,45.11256822
46,2019,2 Implementation,44.18018496
46,2020,2 Implementation,44.18018496
46,2021,2 Implementation,29.47051243
46,2022,2 Implementation,43.72915403
47,2017,2 Implementation,22.41510006
47,2018,2 Implementation,17.34005458
47,2019,2 Implementation,24.494057
47,2020,2 Implementation,16.82219527
47,2021,2 Implementation,23.73412674
47,2022,2 Implementation,14.62254397
48,2017,2 Implementation,50.45764099
48,2018,2 Implementation,50.45764099
48,2019,2 Implementation,40.84487568
48,2020,2 Implementation,41.15377502
48,2021,2 Implementation,46.23062462
48,2022,2 Implementation,49.63080655
49,2017,2 Implementation,41.84169193
49,2018,2 Implementation,44.61979988
49,2019,2 Implementation,55.04088842
49,2020,2 Implementation,46.19849909
49,2021,2 Implementation,49.9662826
49,2022,2 Implementation,53.51567617
50,2017,2 Implementation,18.18909945
50,2018,2 Implementation,30.88609763
50,2019,2 Implementation,38.73180716
50,2020,2 Implementation,36.05589751
50,2021,2 Implementation,34.6288963
50,2022,2 Implementation,29.84379927
51,2017,2 Implementation,13.62951789
51,2018,2 Implementation,21.16619163
51,2019,2 Implementation,21.62101273
51,2020,2 Implementation,23.35157671
51,2021,2 Implementation,16.26258338
51,2022,2 Implementation,14.85563978
52,2017,2 Implementation,59.61757126
52,2018,2 Implementation,62.42230139
52,2019,2 Implementation,70.20207702
52,2020,2 Implementation,65.46012735
52,2021,2 Implementation,62.02428745
52,2022,2 Implementation,51.2431322
53,2017,2 Implementation,13.3604154
53,2018,2 Implementation,13.3604154
53,2019,2 Implementation,13.3604154
53,2020,2 Implementation,13.3604154
53,2021,2 Implementation,35.52346877
53,2022,2 Implementation,16.81132505
54,2017,2 Implementation,21.79545179
54,2018,2 Implementation,30.91651001
54,2019,2 Implementation,38.5650849
54,2020,2 Implementation,33.02005761
54,2021,2 Implementation,26.55591267
54,2022,2 Implementation,31.40812614
55,2017,2 Implementation,14.22827471
55,2018,2 Implementation,35.94038811
55,2019,2 Implementation,39.12034566
55,2020,2 Implementation,47.06349303
55,2021,2 Implementation,44.91631292
55,2022,2 Implementation,48.56047605
56,2017,2 Implementation,37.69329897
56,2018,2 Implementation,42.0254245
56,2019,2 Implementation,33.13565797
56,2020,2 Implementation,30.150849
56,2021,2 Implementation,37.85248636
56,2022,2 Implementation,44.94329897
57,2017,2 Implementation,17.66411461
57,2018,2 Implementation,23.49719527
57,2019,2 Implementation,18.31602486
57,2020,2 Implementation,29.8969527
57,2021,2 Implementation,34.36552456
57,2022,2 Implementation,31.15150091
58,2017,2 Implementation,53.87540934
58,2018,2 Implementation,68.23268648
58,2019,2 Implementation,66.76588842
58,2020,2 Implementation,67.05773196
58,2021,2 Implementation,68.2288963
58,2022,2 Implementation,60.25436628
59,2017,2 Implementation,24.7934809
59,2018,2 Implementation,23.66400849
59,2019,2 Implementation,22.04939357
59,2020,2 Implementation,22.04939357
59,2021,2 Implementation,22.04939357
59,2022,2 Implementation,22.04939357
60,2017,2 Implementation,16.36981504
60,2018,2 Implementation,39.70777744
60,2019,2 Implementation,43.66851122
60,2020,2 Implementation,30.72695573
60,2021,2 Implementation,30.72695573
60,2022,2 Implementation,23.77387811
61,2017,2 Implementation,24.40110673
61,2018,2 Implementation,12.13424803
61,2019,2 Implementation,13.92321104
61,2020,2 Implementation,13.92321104
61,2021,2 Implementation,17.57694057
61,2022,2 Implementation,17.57694057
62,2017,2 Implementation,47.69211643
62,2018,2 Implementation,52.69514857
62,2019,2 Implementation,63.50093996
62,2020,2 Implementation,63.94628563
62,2021,2 Implementation,43.85043966
62,2022,2 Implementation,42.86503942
63,2017,2 Implementation,53.34288963
63,2018,2 Implementation,61.31741965
63,2019,2 Implementation,64.3874621
63,2020,2 Implementation,56.87533354
63,2021,2 Implementation,63.84094906
63,2022,2 Implementation,63.02275622
64,2017,2 Implementation,52.90706489
64,2018,2 Implementation,51.36252274
64,2019,2 Implementation,60.14436022
64,2020,2 Implementation,64.97683445
64,2021,2 Implementation,59.08879624
64,2022,2 Implementation,55.4133111
65,2017,2 Implementation,14.90870224
65,2018,2 Implementation,14.90870224
65,2019,2 Implementation,14.90870224
65,2020,2 Implementation,7.326364463
65,2021,2 Implementation,4.322741055
65,2022,2 Implementation,24.67399939
66,2017,2 Implementation,41.95909642
66,2018,2 Implementation,41.95909642
66,2019,2 Implementation,41.11772286
66,2020,2 Implementation,39.45573075
66,2021,2 Implementation,36.73438448
66,2022,2 Implementation,45.7606883
67,2017,2 Implementation,23.86059733
67,2018,2 Implementation,19.61370528
67,2019,2 Implementation,23.2749242
