id,year,subdomain,value
57,2021,1.2 Multi-sector engagement,82.15158924
57,2022,1.2 Multi-sector engagement,83.92420538
58,2017,1.2 Multi-sector engagement,0
58,2018,1.2 Multi-sector engagement,16.07579462
58,2019,1.2 Multi-sector engagement,40.18948655
58,2020,1.2 Multi-sector engagement,16.07579462
58,2021,1.2 Multi-sector engagement,16.07579462
58,2022,1.2 Multi-sector engagement,16.07579462
59,2017,1.2 Multi-sector engagement,0
59,2018,1.2 Multi-sector engagement,0
59,2019,1.2 Multi-sector engagement,16.07579462
59,2020,1.2 Multi-sector engagement,16.07579462
59,2021,1.2 Multi-sector engagement,16.07579462
59,2022,1.2 Multi-sector engagement,16.07579462
60,2017,1.2 Multi-sector engagement,8.037897311
60,2018,1.2 Multi-sector engagement,8.037897311
60,2019,1.2 Multi-sector engagement,100
60,2020,1.2 Multi-sector engagement,75.88630807
60,2021,1.2 Multi-sector engagement,75.88630807
60,2022,1.2 Multi-sector engagement,91.96210269
61,2017,1.2 Multi-sector engagement,0
61,2018,1.2 Multi-sector engagement,0
61,2019,1.2 Multi-sector engagement,0
61,2020,1.2 Multi-sector engagement,0
61,2021,1.2 Multi-sector engagement,67.84841076
61,2022,1.2 Multi-sector engagement,67.84841076
62,2017,1.2 Multi-sector engagement,8.037897311
62,2018,1.2 Multi-sector engagement,24.11369193
62,2019,1.2 Multi-sector engagement,58.03789731
62,2020,1.2 Multi-sector engagement,58.03789731
62,2021,1.2 Multi-sector engagement,58.03789731
62,2022,1.2 Multi-sector engagement,58.03789731
63,2017,1.2 Multi-sector engagement,75.88630807
63,2018,1.2 Multi-sector engagement,75.88630807
63,2019,1.2 Multi-sector engagement,75.88630807
63,2020,1.2 Multi-sector engagement,75.88630807
63,2021,1.2 Multi-sector engagement,75.88630807
63,2022,1.2 Multi-sector engagement,75.88630807
64,2017,1.2 Multi-sector engagement,50
64,2018,1.2 Multi-sector engagement,50
64,2019,1.2 Multi-sector engagement,50
64,2020,1.2 Multi-sector engagement,50
64,2021,1.2 Multi-sector engagement,41.96210269
64,2022,1.2 Multi-sector engagement,66.07579462
65,2017,1.2 Multi-sector engagement,8.037897311
65,2018,1.2 Multi-sector engagement,8.037897311
65,2019,1.2 Multi-sector engagement,8.037897311
65,2020,1.2 Multi-sector engagement,8.037897311
65,2021,1.2 Multi-sector engagement,0
65,2022,1.2 Multi-sector engagement,8.037897311
66,2017,1.2 Multi-sector engagement,33.92420538
66,2018,1.2 Multi-sector engagement,33.92420538
66,2019,1.2 Multi-sector engagement,33.92420538
66,2020,1.2 Multi-sector engagement,33.92420538
66,2021,1.2 Multi-sector engagement,41.96210269
66,2022,1.2 Multi-sector engagement,41.96210269
67,2017,1.2 Multi-sector engagement,8.037897311
67,2018,1.2 Multi-sector engagement,8.037897311
67,2019,1.2 Multi-sector engagement,32.15158924
67,2020,1.2 Multi-sector engagement,8.037897311
67,2021,1.2 Multi-sector engagement,24.11369193
67,2022,1.2 Multi-sector engagement,50
68,2017,1.2 Multi-sector engagement,40.18948655
68,2018,1.2 Multi-sector engagement,40.18948655
68,2019,1.2 Multi-sector engagement,40.18948655
68,2020,1.2 Multi-sector engagement,40.18948655
68,2021,1.2 Multi-sector engagement,24.11369193
68,2022,1.2 Multi-sector engagement,24.11369193
69,2017,1.2 Multi-sector engagement,32.15158924
69,2018,1.2 Multi-sector engagement,100
69,2019,1.2 Multi-sector engagement,100
69,2020,1.2 Multi-sector engagement,100
69,2021,1.2 Multi-sector engagement,100
69,2022,1.2 Multi-sector engagement,75.88630807
70,2017,1.2 Multi-sector engagement,75.88630807
70,2018,1.2 Multi-sector engagement,75.88630807
70,2019,1.2 Multi-sector engagement,75.88630807
70,2020,1.2 Multi-sector engagement,75.88630807
70,2021,1.2 Multi-sector engagement,75.88630807
70,2022,1.2 Multi-sector engagement,75.88630807
71,2017,1.2 Multi-sector engagement,66.07579462
71,2018,1.2 Multi-sector engagement,82.15158924
71,2019,1.2 Multi-sector engagement,66.07579462
71,2020,1.2 Multi-sector engagement,66.07579462
71,2021,1.2 Multi-sector engagement,82.15158924
71,2022,1.2 Multi-sector engagement,66.07579462
72,2017,1.2 Multi-sector engagement,33.92420538
72,2018,1.2 Multi-sector engagement,33.92420538
72,2019,1.2 Multi-sector engagement,33.92420538
72,2020,1.2 Multi-sector engagement,41.96210269
72,2021,1.2 Multi-sector engagement,41.96210269
72,2022,1.2 Multi-sector engagement,41.96210269
73,2017,1.2 Multi-sector engagement,82.15158924
73,2018,1.2 Multi-sector engagement,82.15158924
73,2019,1.2 Multi-sector engagement,82.15158924
73,2020,1.2 Multi-sector engagement,82.15158924
73,2021,1.2 Multi-sector engagement,82.15158924
73,2022,1.2 Multi-sector engagement,82.15158924
74,2017,1.2 Multi-sector engagement,8.037897311
74,2018,1.2 Multi-sector engagement,8.037897311
74,2019,1.2 Multi-sector engagement,8.037897311
74,2020,1.2 Multi-sector engagement,32.15158924
74,2021,1.2 Multi-sector engagement,100
74,2022,1.2 Multi-sector engagement,100
75,2017,1.2 Multi-sector engagement,32.15158924
75,2018,1.2 Multi-sector engagement,32.15158924
75,2019,1.2 Multi-sector engagement,32.15158924
75,2020,1.2 Multi-sector engagement,32.15158924
75,2021,1.2 Multi-sector engagement,0
75,2022,1.2 Multi-sector engagement,8.037897311
76,2017,1.2 Multi-sector engagement,8.037897311
76,2018,1.2 Multi-sector engagement,8.037897311
76,2019,1.2 Multi-sector engagement,8.037897311
76,2020,1.2 Multi-sector engagement,8.037897311
76,2021,1.2 Multi-sector engagement,0
76,2022,1.2 Multi-sector engagement,8.037897311
77,2017,1.2 Multi-sector engagement,83.92420538
77,2018,1.2 Multi-sector engagement,83.92420538
77,2019,1.2 Multi-sector engagement,83.92420538
77,2020,1.2 Multi-sector engagement,83.92420538
77,2021,1.2 Multi-sector engagement,83.92420538
77,2022,1.2 Multi-sector engagement,75.88630807
78,2017,1.2 Multi-sector engagement,8.037897311
78,2018,1.2 Multi-sector engagement,8.037897311
78,2019,1.2 Multi-sector engagement,8.037897311
78,2020,1.2 Multi-sector engagement,8.037897311
78,2021,1.2 Multi-sector engagement,8.037897311
78,2022,1.2 Multi-sector engagement,8.037897311
79,2017,1.2 Multi-sector engagement,32.15158924
79,2018,1.2 Multi-sector engagement,32.15158924
79,2019,1.2 Multi-sector engagement,32.15158924
79,2020,1.2 Multi-sector engagement,32.15158924
79,2021,1.2 Multi-sector engagement,32.15158924
79,2022,1.2 Multi-sector engagement,8.037897311
80,2017,1.2 Multi-sector engagement,0
80,2018,1.2 Multi-sector engagement,0
80,2019,1.2 Multi-sector engagement,32.15158924
80,2020,1.2 Multi-sector engagement,8.037897311
80,2021,1.2 Multi-sector engagement,0
80,2022,1.2 Multi-sector engagement,40.18948655
81,2017,1.2 Multi-sector engagement,8.037897311
81,2018,1.2 Multi-sector engagement,75.88630807
81,2019,1.2 Multi-sector engagement,75.88630807
81,2020,1.2 Multi-sector engagement,75.88630807
81,2021,1.2 Multi-sector engagement,75.88630807
81,2022,1.2 Multi-sector engagement,91.96210269
82,2017,1.2 Multi-sector engagement,50
82,2018,1.2 Multi-sector engagement,41.96210269
82,2019,1.2 Multi-sector engagement,66.07579462
82,2020,1.2 Multi-sector engagement,66.07579462
82,2021,1.2 Multi-sector engagement,50
82,2022,1.2 Multi-sector engagement,50
83,2017,1.2 Multi-sector engagement,66.07579462
83,2018,1.2 Multi-sector engagement,66.07579462
83,2019,1.2 Multi-sector engagement,66.07579462
83,2020,1.2 Multi-sector engagement,66.07579462
83,2021,1.2 Multi-sector engagement,66.07579462
83,2022,1.2 Multi-sector engagement,100
84,2017,1.2 Multi-sector engagement,24.11369193
84,2018,1.2 Multi-sector engagement,32.15158924
84,2019,1.2 Multi-sector engagement,32.15158924
84,2020,1.2 Multi-sector engagement,24.11369193
84,2021,1.2 Multi-sector engagement,24.11369193
84,2022,1.2 Multi-sector engagement,24.11369193
85,2017,1.2 Multi-sector engagement,83.92420538
85,2018,1.2 Multi-sector engagement,91.96210269
85,2019,1.2 Multi-sector engagement,100
85,2020,1.2 Multi-sector engagement,100
85,2021,1.2 Multi-sector engagement,100
85,2022,1.2 Multi-sector engagement,100
86,2017,1.2 Multi-sector engagement,50
86,2018,1.2 Multi-sector engagement,50
86,2019,1.2 Multi-sector engagement,50
86,2020,1.2 Multi-sector engagement,58.03789731
86,2021,1.2 Multi-sector engagement,91.96210269
86,2022,1.2 Multi-sector engagement,91.96210269
87,2017,1.2 Multi-sector engagement,8.037897311
87,2018,1.2 Multi-sector engagement,8.037897311
87,2019,1.2 Multi-sector engagement,8.037897311
87,2020,1.2 Multi-sector engagement,8.037897311
87,2021,1.2 Multi-sector engagement,8.037897311
87,2022,1.2 Multi-sector engagement,8.037897311
88,2017,1.2 Multi-sector engagement,8.037897311
88,2018,1.2 Multi-sector engagement,24.11369193
88,2019,1.2 Multi-sector engagement,24.11369193
88,2020,1.2 Multi-sector engagement,24.11369193
88,2021,1.2 Multi-sector engagement,24.11369193
88,2022,1.2 Multi-sector engagement,24.11369193
89,2017,1.2 Multi-sector engagement,0
89,2018,1.2 Multi-sector engagement,8.037897311
89,2019,1.2 Multi-sector engagement,8.037897311
89,2020,1.2 Multi-sector engagement,8.037897311
89,2021,1.2 Multi-sector engagement,8.037897311
89,2022,1.2 Multi-sector engagement,16.07579462
90,2017,1.2 Multi-sector engagement,8.037897311
90,2018,1.2 Multi-sector engagement,8.037897311
90,2019,1.2 Multi-sector engagement,8.037897311
90,2020,1.2 Multi-sector engagement,8.037897311
90,2021,1.2 Multi-sector engagement,0
90,2022,1.2 Multi-sector engagement,24.11369193
91,2017,1.2 Multi-sector engagement,8.037897311
91,2018,1.2 Multi-sector engagement,8.037897311
91,2019,1.2 Multi-sector engagement,8.037897311
91,2020,1.2 Multi-sector engagement,75.88630807
91,2021,1.2 Multi-sector engagement,75.88630807
91,2022,1.2 Multi-sector engagement,75.88630807
92,2017,1.2 Multi-sector engagement,0
92,2018,1.2 Multi-sector engagement,8.037897311
92,2019,1.2 Multi-sector engagement,75.88630807
92,2020,1.2 Multi-sector engagement,75.88630807
92,2021,1.2 Multi-sector engagement,75.88630807
92,2022,1.2 Multi-sector engagement,75.88630807
93,2017,1.2 Multi-sector engagement,100
93,2018,1.2 Multi-sector engagement,100
93,2019,1.2 Multi-sector engagement,100
93,2020,1.2 Multi-sector engagement,100
93,2021,1.2 Multi-sector engagement,100
93,2022,1.2 Multi-sector engagement,100
94,2017,1.2 Multi-sector engagement,83.92420538
94,2018,1.2 Multi-sector engagement,100
94,2019,1.2 Multi-sector engagement,100
94,2020,1.2 Multi-sector engagement,91.96210269
94,2021,1.2 Multi-sector engagement,91.96210269
94,2022,1.2 Multi-sector engagement,100
95,2017,1.2 Multi-sector engagement,8.037897311
95,2018,1.2 Multi-sector engagement,16.07579462
95,2019,1.2 Multi-sector engagement,24.11369193
95,2020,1.2 Multi-sector engagement,24.11369193
95,2021,1.2 Multi-sector engagement,24.11369193
95,2022,1.2 Multi-sector engagement,32.15158924
96,2017,1.2 Multi-sector engagement,0
96,2018,1.2 Multi-sector engagement,24.11369193
96,2019,1.2 Multi-sector engagement,16.07579462
96,2020,1.2 Multi-sector engagement,24.11369193
96,2021,1.2 Multi-sector engagement,16.07579462
96,2022,1.2 Multi-sector engagement,32.15158924
97,2017,1.2 Multi-sector engagement,100
97,2018,1.2 Multi-sector engagement,100
97,2019,1.2 Multi-sector engagement,100
97,2020,1.2 Multi-sector engagement,100
97,2021,1.2 Multi-sector engagement,100
97,2022,1.2 Multi-sector engagement,100
98,2017,1.2 Multi-sector engagement,16.07579462
98,2018,1.2 Multi-sector engagement,16.07579462
98,2019,1.2 Multi-sector engagement,83.92420538
98,2020,1.2 Multi-sector engagement,83.92420538
98,2021,1.2 Multi-sector engagement,83.92420538
98,2022,1.2 Multi-sector engagement,83.92420538
99,2017,1.2 Multi-sector engagement,41.96210269
99,2018,1.2 Multi-sector engagement,41.96210269
99,2019,1.2 Multi-sector engagement,41.96210269
99,2020,1.2 Multi-sector engagement,50
99,2021,1.2 Multi-sector engagement,58.03789731
99,2022,1.2 Multi-sector engagement,58.03789731
100,2017,1.2 Multi-sector engagement,8.037897311
100,2018,1.2 Multi-sector engagement,82.15158924
100,2019,1.2 Multi-sector engagement,58.03789731
100,2020,1.2 Multi-sector engagement,82.15158924
100,2021,1.2 Multi-sector engagement,58.03789731
100,2022,1.2 Multi-sector engagement,66.07579462
101,2017,1.2 Multi-sector engagement,66.07579462
101,2018,1.2 Multi-sector engagement,66.07579462
101,2019,1.2 Multi-sector engagement,66.07579462
101,2020,1.2 Multi-sector engagement,74.11369193
101,2021,1.2 Multi-sector engagement,58.03789731
101,2022,1.2 Multi-sector engagement,58.03789731
102,2017,1.2 Multi-sector engagement,8.037897311
102,2018,1.2 Multi-sector engagement,8.037897311
102,2019,1.2 Multi-sector engagement,75.88630807
102,2020,1.2 Multi-sector engagement,75.88630807
102,2021,1.2 Multi-sector engagement,100
102,2022,1.2 Multi-sector engagement,83.92420538
103,2017,1.2 Multi-sector engagement,0
103,2018,1.2 Multi-sector engagement,16.07579462
103,2019,1.2 Multi-sector engagement,83.92420538
103,2020,1.2 Multi-sector engagement,83.92420538
103,2021,1.2 Multi-sector engagement,83.92420538
103,2022,1.2 Multi-sector engagement,75.88630807
104,2017,1.2 Multi-sector engagement,32.15158924
104,2018,1.2 Multi-sector engagement,8.037897311
104,2019,1.2 Multi-sector engagement,8.037897311
104,2020,1.2 Multi-sector engagement,75.88630807
104,2021,1.2 Multi-sector engagement,75.88630807
104,2022,1.2 Multi-sector engagement,75.88630807
105,2017,1.2 Multi-sector engagement,8.037897311
105,2018,1.2 Multi-sector engagement,8.037897311
105,2019,1.2 Multi-sector engagement,8.037897311
105,2020,1.2 Multi-sector engagement,8.037897311
105,2021,1.2 Multi-sector engagement,8.037897311
105,2022,1.2 Multi-sector engagement,8.037897311
106,2017,1.2 Multi-sector engagement,100
106,2018,1.2 Multi-sector engagement,100
106,2019,1.2 Multi-sector engagement,100
106,2020,1.2 Multi-sector engagement,100
106,2021,1.2 Multi-sector engagement,100
106,2022,1.2 Multi-sector engagement,100
107,2017,1.2 Multi-sector engagement,8.037897311
107,2018,1.2 Multi-sector engagement,32.15158924
107,2019,1.2 Multi-sector engagement,50
107,2020,1.2 Multi-sector engagement,50
107,2021,1.2 Multi-sector engagement,41.96210269
107,2022,1.2 Multi-sector engagement,41.96210269
108,2017,1.2 Multi-sector engagement,16.07579462
108,2018,1.2 Multi-sector engagement,16.07579462
108,2019,1.2 Multi-sector engagement,16.07579462
108,2020,1.2 Multi-sector engagement,16.07579462
108,2021,1.2 Multi-sector engagement,16.07579462
108,2022,1.2 Multi-sector engagement,16.07579462
109,2017,1.2 Multi-sector engagement,83.92420538
109,2018,1.2 Multi-sector engagement,100
109,2019,1.2 Multi-sector engagement,100
109,2020,1.2 Multi-sector engagement,100
109,2021,1.2 Multi-sector engagement,100
109,2022,1.2 Multi-sector engagement,100
110,2017,1.2 Multi-sector engagement,8.037897311
110,2018,1.2 Multi-sector engagement,8.037897311
110,2019,1.2 Multi-sector engagement,8.037897311
110,2020,1.2 Multi-sector engagement,32.15158924
110,2021,1.2 Multi-sector engagement,8.037897311
110,2022,1.2 Multi-sector engagement,8.037897311
111,2017,1.2 Multi-sector engagement,8.037897311
111,2018,1.2 Multi-sector engagement,8.037897311
111,2019,1.2 Multi-sector engagement,8.037897311
111,2020,1.2 Multi-sector engagement,75.88630807
111,2021,1.2 Multi-sector engagement,75.88630807
111,2022,1.2 Multi-sector engagement,75.88630807
112,2017,1.2 Multi-sector engagement,83.92420538
112,2018,1.2 Multi-sector engagement,83.92420538
112,2019,1.2 Multi-sector engagement,83.92420538
112,2020,1.2 Multi-sector engagement,83.92420538
112,2021,1.2 Multi-sector engagement,83.92420538
112,2022,1.2 Multi-sector engagement,83.92420538
113,2017,1.2 Multi-sector engagement,0
113,2018,1.2 Multi-sector engagement,0
113,2019,1.2 Multi-sector engagement,0
113,2020,1.2 Multi-sector engagement,0
113,2021,1.2 Multi-sector engagement,0
113,2022,1.2 Multi-sector engagement,0
114,2017,1.2 Multi-sector engagement,8.037897311
114,2018,1.2 Multi-sector engagement,8.037897311
114,2019,1.2 Multi-sector engagement,8.037897311
114,2020,1.2 Multi-sector engagement,8.037897311
114,2021,1.2 Multi-sector engagement,8.037897311
114,2022,1.2 Multi-sector engagement,8.037897311
115,2017,1.2 Multi-sector engagement,0
115,2018,1.2 Multi-sector engagement,0
115,2019,1.2 Multi-sector engagement,0
115,2020,1.2 Multi-sector engagement,0
115,2021,1.2 Multi-sector engagement,0
115,2022,1.2 Multi-sector engagement,8.037897311
116,2017,1.2 Multi-sector engagement,8.037897311
116,2018,1.2 Multi-sector engagement,8.037897311
116,2019,1.2 Multi-sector engagement,8.037897311
116,2020,1.2 Multi-sector engagement,8.037897311
116,2021,1.2 Multi-sector engagement,75.88630807
116,2022,1.2 Multi-sector engagement,83.92420538
117,2017,1.2 Multi-sector engagement,8.037897311
117,2018,1.2 Multi-sector engagement,41.96210269
117,2019,1.2 Multi-sector engagement,50
117,2020,1.2 Multi-sector engagement,50
117,2021,1.2 Multi-sector engagement,50
117,2022,1.2 Multi-sector engagement,50
118,2017,1.2 Multi-sector engagement,41.96210269
118,2018,1.2 Multi-sector engagement,41.96210269
118,2019,1.2 Multi-sector engagement,41.96210269
118,2020,1.2 Multi-sector engagement,41.96210269
118,2021,1.2 Multi-sector engagement,58.03789731
118,2022,1.2 Multi-sector engagement,58.03789731
119,2017,1.2 Multi-sector engagement,0
119,2018,1.2 Multi-sector engagement,8.037897311
119,2019,1.2 Multi-sector engagement,8.037897311
119,2020,1.2 Multi-sector engagement,8.037897311
119,2021,1.2 Multi-sector engagement,8.037897311
119,2022,1.2 Multi-sector engagement,8.037897311
120,2017,1.2 Multi-sector engagement,66.07579462
120,2018,1.2 Multi-sector engagement,66.07579462
120,2019,1.2 Multi-sector engagement,66.07579462
120,2020,1.2 Multi-sector engagement,66.07579462
120,2021,1.2 Multi-sector engagement,58.03789731
120,2022,1.2 Multi-sector engagement,58.03789731
121,2017,1.2 Multi-sector engagement,58.03789731
121,2018,1.2 Multi-sector engagement,74.11369193
121,2019,1.2 Multi-sector engagement,74.11369193
121,2020,1.2 Multi-sector engagement,74.11369193
121,2021,1.2 Multi-sector engagement,74.11369193
121,2022,1.2 Multi-sector engagement,74.11369193
122,2017,1.2 Multi-sector engagement,0
122,2018,1.2 Multi-sector engagement,0
122,2019,1.2 Multi-sector engagement,0
122,2020,1.2 Multi-sector engagement,0
122,2021,1.2 Multi-sector engagement,0
122,2022,1.2 Multi-sector engagement,0
123,2017,1.2 Multi-sector engagement,24.11369193
123,2018,1.2 Multi-sector engagement,24.11369193
123,2019,1.2 Multi-sector engagement,24.11369193
123,2020,1.2 Multi-sector engagement,24.11369193
123,2021,1.2 Multi-sector engagement,24.11369193
123,2022,1.2 Multi-sector engagement,66.07579462
124,2017,1.2 Multi-sector engagement,0
124,2018,1.2 Multi-sector engagement,0
124,2019,1.2 Multi-sector engagement,0
124,2020,1.2 Multi-sector engagement,0
124,2021,1.2 Multi-sector engagement,0
124,2022,1.2 Multi-sector engagement,0
125,2017,1.2 Multi-sector engagement,66.07579462
125,2018,1.2 Multi-sector engagement,50
125,2019,1.2 Multi-sector engagement,66.07579462
125,2020,1.2 Multi-sector engagement,58.03789731
125,2021,1.2 Multi-sector engagement,41.96210269
125,2022,1.2 Multi-sector engagement,58.03789731
126,2017,1.2 Multi-sector engagement,24.11369193
126,2018,1.2 Multi-sector engagement,24.11369193
126,2019,1.2 Multi-sector engagement,24.11369193
126,2020,1.2 Multi-sector engagement,24.11369193
126,2021,1.2 Multi-sector engagement,24.11369193
126,2022,1.2 Multi-sector engagement,24.11369193
127,2017,1.2 Multi-sector engagement,8.037897311
127,2018,1.2 Multi-sector engagement,8.037897311
127,2019,1.2 Multi-sector engagement,8.037897311
127,2020,1.2 Multi-sector engagement,8.037897311
127,2021,1.2 Multi-sector engagement,8.037897311
127,2022,1.2 Multi-sector engagement,8.037897311
128,2017,1.2 Multi-sector engagement,83.92420538
128,2018,1.2 Multi-sector engagement,83.92420538
128,2019,1.2 Multi-sector engagement,83.92420538
128,2020,1.2 Multi-sector engagement,75.88630807
128,2021,1.2 Multi-sector engagement,75.88630807
128,2022,1.2 Multi-sector engagement,75.88630807
129,2017,1.2 Multi-sector engagement,0
129,2018,1.2 Multi-sector engagement,0
129,2019,1.2 Multi-sector engagement,0
129,2020,1.2 Multi-sector engagement,24.11369193
129,2021,1.2 Multi-sector engagement,8.037897311
129,2022,1.2 Multi-sector engagement,16.07579462
130,2017,1.2 Multi-sector engagement,8.037897311
130,2018,1.2 Multi-sector engagement,8.037897311
130,2019,1.2 Multi-sector engagement,8.037897311
130,2020,1.2 Multi-sector engagement,0
130,2021,1.2 Multi-sector engagement,8.037897311
130,2022,1.2 Multi-sector engagement,0
131,2017,1.2 Multi-sector engagement,75.88630807
131,2018,1.2 Multi-sector engagement,75.88630807
131,2019,1.2 Multi-sector engagement,75.88630807
131,2020,1.2 Multi-sector engagement,91.96210269
131,2021,1.2 Multi-sector engagement,91.96210269
131,2022,1.2 Multi-sector engagement,91.96210269
132,2017,1.2 Multi-sector engagement,50
132,2018,1.2 Multi-sector engagement,50
132,2019,1.2 Multi-sector engagement,50
132,2020,1.2 Multi-sector engagement,58.03789731
132,2021,1.2 Multi-sector engagement,58.03789731
132,2022,1.2 Multi-sector engagement,66.07579462
133,2017,1.2 Multi-sector engagement,0
133,2018,1.2 Multi-sector engagement,8.037897311
133,2019,1.2 Multi-sector engagement,75.88630807
133,2020,1.2 Multi-sector engagement,51.77261614
133,2021,1.2 Multi-sector engagement,51.77261614
133,2022,1.2 Multi-sector engagement,51.77261614
134,2017,1.2 Multi-sector engagement,32.15158924
134,2018,1.2 Multi-sector engagement,16.07579462
134,2019,1.2 Multi-sector engagement,8.037897311
134,2020,1.2 Multi-sector engagement,75.88630807
134,2021,1.2 Multi-sector engagement,75.88630807
134,2022,1.2 Multi-sector engagement,75.88630807
135,2017,1.2 Multi-sector engagement,41.96210269
135,2018,1.2 Multi-sector engagement,41.96210269
135,2019,1.2 Multi-sector engagement,41.96210269
135,2020,1.2 Multi-sector engagement,41.96210269
135,2021,1.2 Multi-sector engagement,41.96210269
135,2022,1.2 Multi-sector engagement,41.96210269
136,2017,1.2 Multi-sector engagement,82.15158924
136,2018,1.2 Multi-sector engagement,82.15158924
136,2019,1.2 Multi-sector engagement,74.11369193
136,2020,1.2 Multi-sector engagement,58.03789731
136,2021,1.2 Multi-sector engagement,58.03789731
136,2022,1.2 Multi-sector engagement,66.07579462
137,2017,1.2 Multi-sector engagement,83.92420538
137,2018,1.2 Multi-sector engagement,75.88630807
137,2019,1.2 Multi-sector engagement,75.88630807
137,2020,1.2 Multi-sector engagement,75.88630807
137,2021,1.2 Multi-sector engagement,75.88630807
137,2022,1.2 Multi-sector engagement,75.88630807
138,2017,1.2 Multi-sector engagement,50
138,2018,1.2 Multi-sector engagement,50
138,2019,1.2 Multi-sector engagement,83.92420538
138,2020,1.2 Multi-sector engagement,83.92420538
138,2021,1.2 Multi-sector engagement,83.92420538
138,2022,1.2 Multi-sector engagement,83.92420538
139,2017,1.2 Multi-sector engagement,8.037897311
139,2018,1.2 Multi-sector engagement,83.92420538
139,2019,1.2 Multi-sector engagement,83.92420538
139,2020,1.2 Multi-sector engagement,83.92420538
139,2021,1.2 Multi-sector engagement,75.88630807
139,2022,1.2 Multi-sector engagement,75.88630807
140,2017,1.2 Multi-sector engagement,8.037897311
140,2018,1.2 Multi-sector engagement,8.037897311
140,2019,1.2 Multi-sector engagement,75.88630807
140,2020,1.2 Multi-sector engagement,75.88630807
140,2021,1.2 Multi-sector engagement,75.88630807
140,2022,1.2 Multi-sector engagement,75.88630807
141,2017,1.2 Multi-sector engagement,66.07579462
141,2018,1.2 Multi-sector engagement,41.96210269
141,2019,1.2 Multi-sector engagement,58.03789731
141,2020,1.2 Multi-sector engagement,41.96210269
141,2021,1.2 Multi-sector engagement,41.96210269
141,2022,1.2 Multi-sector engagement,41.96210269
142,2017,1.2 Multi-sector engagement,82.15158924
142,2018,1.2 Multi-sector engagement,82.15158924
142,2019,1.2 Multi-sector engagement,82.15158924
142,2020,1.2 Multi-sector engagement,100
142,2021,1.2 Multi-sector engagement,100
142,2022,1.2 Multi-sector engagement,100
143,2017,1.2 Multi-sector engagement,0
143,2018,1.2 Multi-sector engagement,0
143,2019,1.2 Multi-sector engagement,0
143,2020,1.2 Multi-sector engagement,8.037897311
143,2021,1.2 Multi-sector engagement,0
143,2022,1.2 Multi-sector engagement,8.037897311
144,2017,1.2 Multi-sector engagement,67.84841076
144,2018,1.2 Multi-sector engagement,67.84841076
144,2019,1.2 Multi-sector engagement,67.84841076
144,2020,1.2 Multi-sector engagement,67.84841076
144,2021,1.2 Multi-sector engagement,83.92420538
144,2022,1.2 Multi-sector engagement,83.92420538
145,2017,1.2 Multi-sector engagement,0
145,2018,1.2 Multi-sector engagement,0
145,2019,1.2 Multi-sector engagement,0
145,2020,1.2 Multi-sector engagement,0
145,2021,1.2 Multi-sector engagement,0
145,2022,1.2 Multi-sector engagement,16.07579462
146,2017,1.2 Multi-sector engagement,8.037897311
146,2018,1.2 Multi-sector engagement,8.037897311
146,2019,1.2 Multi-sector engagement,24.11369193
146,2020,1.2 Multi-sector engagement,8.037897311
146,2021,1.2 Multi-sector engagement,24.11369193
146,2022,1.2 Multi-sector engagement,24.11369193
147,2017,1.2 Multi-sector engagement,40.18948655
147,2018,1.2 Multi-sector engagement,48.22738386
147,2019,1.2 Multi-sector engagement,48.22738386
147,2020,1.2 Multi-sector engagement,48.22738386
147,2021,1.2 Multi-sector engagement,48.22738386
147,2022,1.2 Multi-sector engagement,48.22738386
148,2017,1.2 Multi-sector engagement,75.88630807
148,2018,1.2 Multi-sector engagement,75.88630807
148,2019,1.2 Multi-sector engagement,75.88630807
148,2020,1.2 Multi-sector engagement,75.88630807
148,2021,1.2 Multi-sector engagement,91.96210269
148,2022,1.2 Multi-sector engagement,100
149,2017,1.2 Multi-sector engagement,48.22738386
149,2018,1.2 Multi-sector engagement,48.22738386
149,2019,1.2 Multi-sector engagement,48.22738386
149,2020,1.2 Multi-sector engagement,64.30317848
149,2021,1.2 Multi-sector engagement,64.30317848
149,2022,1.2 Multi-sector engagement,48.22738386
150,2017,1.2 Multi-sector engagement,8.037897311
150,2018,1.2 Multi-sector engagement,8.037897311
150,2019,1.2 Multi-sector engagement,41.96210269
150,2020,1.2 Multi-sector engagement,41.96210269
150,2021,1.2 Multi-sector engagement,41.96210269
150,2022,1.2 Multi-sector engagement,41.96210269
151,2017,1.2 Multi-sector engagement,8.037897311
151,2018,1.2 Multi-sector engagement,8.037897311
151,2019,1.2 Multi-sector engagement,8.037897311
151,2020,1.2 Multi-sector engagement,8.037897311
151,2021,1.2 Multi-sector engagement,8.037897311
151,2022,1.2 Multi-sector engagement,16.07579462
152,2017,1.2 Multi-sector engagement,8.037897311
152,2018,1.2 Multi-sector engagement,24.11369193
152,2019,1.2 Multi-sector engagement,66.07579462
152,2020,1.2 Multi-sector engagement,66.07579462
152,2021,1.2 Multi-sector engagement,66.07579462
152,2022,1.2 Multi-sector engagement,66.07579462
153,2017,1.2 Multi-sector engagement,100
153,2018,1.2 Multi-sector engagement,100
153,2019,1.2 Multi-sector engagement,100
153,2020,1.2 Multi-sector engagement,100
153,2021,1.2 Multi-sector engagement,100
153,2022,1.2 Multi-sector engagement,100
154,2017,1.2 Multi-sector engagement,32.15158924
154,2018,1.2 Multi-sector engagement,64.30317848
