id,year,subdomain,value,WHO_Region
69,2022,1.2 Multi-sector engagement,75.88630807,African Region
70,2017,1.2 Multi-sector engagement,75.88630807,African Region
70,2018,1.2 Multi-sector engagement,75.88630807,African Region
70,2019,1.2 Multi-sector engagement,75.88630807,African Region
70,2020,1.2 Multi-sector engagement,75.88630807,African Region
70,2021,1.2 Multi-sector engagement,75.88630807,African Region
70,2022,1.2 Multi-sector engagement,75.88630807,African Region
71,2017,1.2 Multi-sector engagement,66.07579462,African Region
71,2018,1.2 Multi-sector engagement,82.15158924,African Region
71,2019,1.2 Multi-sector engagement,66.07579462,African Region
71,2020,1.2 Multi-sector engagement,66.07579462,African Region
71,2021,1.2 Multi-sector engagement,82.15158924,African Region
71,2022,1.2 Multi-sector engagement,66.07579462,African Region
72,2017,1.2 Multi-sector engagement,33.92420538,European Region
72,2018,1.2 Multi-sector engagement,33.92420538,European Region
72,2019,1.2 Multi-sector engagement,33.92420538,European Region
72,2020,1.2 Multi-sector engagement,41.96210269,European Region
72,2021,1.2 Multi-sector engagement,41.96210269,European Region
72,2022,1.2 Multi-sector engagement,41.96210269,European Region
73,2017,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
73,2018,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
73,2019,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
73,2020,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
73,2021,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
73,2022,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
74,2017,1.2 Multi-sector engagement,8.037897311,African Region
74,2018,1.2 Multi-sector engagement,8.037897311,African Region
74,2019,1.2 Multi-sector engagement,8.037897311,African Region
74,2020,1.2 Multi-sector engagement,32.15158924,African Region
74,2021,1.2 Multi-sector engagement,100,African Region
74,2022,1.2 Multi-sector engagement,100,African Region
75,2017,1.2 Multi-sector engagement,32.15158924,Western Pacific Region
75,2018,1.2 Multi-sector engagement,32.15158924,Western Pacific Region
75,2019,1.2 Multi-sector engagement,32.15158924,Western Pacific Region
75,2020,1.2 Multi-sector engagement,32.15158924,Western Pacific Region
75,2021,1.2 Multi-sector engagement,0,Western Pacific Region
75,2022,1.2 Multi-sector engagement,8.037897311,Western Pacific Region
76,2017,1.2 Multi-sector engagement,8.037897311,African Region
76,2018,1.2 Multi-sector engagement,8.037897311,African Region
76,2019,1.2 Multi-sector engagement,8.037897311,African Region
76,2020,1.2 Multi-sector engagement,8.037897311,African Region
76,2021,1.2 Multi-sector engagement,0,African Region
76,2022,1.2 Multi-sector engagement,8.037897311,African Region
77,2017,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
77,2018,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
77,2019,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
77,2020,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
77,2021,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
77,2022,1.2 Multi-sector engagement,75.88630807,Western Pacific Region
78,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
78,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
78,2019,1.2 Multi-sector engagement,8.037897311,Region of the Americas
78,2020,1.2 Multi-sector engagement,8.037897311,Region of the Americas
78,2021,1.2 Multi-sector engagement,8.037897311,Region of the Americas
78,2022,1.2 Multi-sector engagement,8.037897311,Region of the Americas
79,2017,1.2 Multi-sector engagement,32.15158924,Region of the Americas
79,2018,1.2 Multi-sector engagement,32.15158924,Region of the Americas
79,2019,1.2 Multi-sector engagement,32.15158924,Region of the Americas
79,2020,1.2 Multi-sector engagement,32.15158924,Region of the Americas
79,2021,1.2 Multi-sector engagement,32.15158924,Region of the Americas
79,2022,1.2 Multi-sector engagement,8.037897311,Region of the Americas
80,2017,1.2 Multi-sector engagement,0,Eastern Mediterranean Region
80,2018,1.2 Multi-sector engagement,0,Eastern Mediterranean Region
80,2019,1.2 Multi-sector engagement,32.15158924,Eastern Mediterranean Region
80,2020,1.2 Multi-sector engagement,8.037897311,Eastern Mediterranean Region
80,2021,1.2 Multi-sector engagement,0,Eastern Mediterranean Region
80,2022,1.2 Multi-sector engagement,40.18948655,Eastern Mediterranean Region
81,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
81,2018,1.2 Multi-sector engagement,75.88630807,Region of the Americas
81,2019,1.2 Multi-sector engagement,75.88630807,Region of the Americas
81,2020,1.2 Multi-sector engagement,75.88630807,Region of the Americas
81,2021,1.2 Multi-sector engagement,75.88630807,Region of the Americas
81,2022,1.2 Multi-sector engagement,91.96210269,Region of the Americas
82,2017,1.2 Multi-sector engagement,50,European Region
82,2018,1.2 Multi-sector engagement,41.96210269,European Region
82,2019,1.2 Multi-sector engagement,66.07579462,European Region
82,2020,1.2 Multi-sector engagement,66.07579462,European Region
82,2021,1.2 Multi-sector engagement,50,European Region
82,2022,1.2 Multi-sector engagement,50,European Region
83,2017,1.2 Multi-sector engagement,66.07579462,Western Pacific Region
83,2018,1.2 Multi-sector engagement,66.07579462,Western Pacific Region
83,2019,1.2 Multi-sector engagement,66.07579462,Western Pacific Region
83,2020,1.2 Multi-sector engagement,66.07579462,Western Pacific Region
83,2021,1.2 Multi-sector engagement,66.07579462,Western Pacific Region
83,2022,1.2 Multi-sector engagement,100,Western Pacific Region
84,2017,1.2 Multi-sector engagement,24.11369193,European Region
84,2018,1.2 Multi-sector engagement,32.15158924,European Region
84,2019,1.2 Multi-sector engagement,32.15158924,European Region
84,2020,1.2 Multi-sector engagement,24.11369193,European Region
84,2021,1.2 Multi-sector engagement,24.11369193,European Region
84,2022,1.2 Multi-sector engagement,24.11369193,European Region
85,2017,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
85,2018,1.2 Multi-sector engagement,91.96210269,Western Pacific Region
85,2019,1.2 Multi-sector engagement,100,Western Pacific Region
85,2020,1.2 Multi-sector engagement,100,Western Pacific Region
85,2021,1.2 Multi-sector engagement,100,Western Pacific Region
85,2022,1.2 Multi-sector engagement,100,Western Pacific Region
86,2017,1.2 Multi-sector engagement,50,African Region
86,2018,1.2 Multi-sector engagement,50,African Region
86,2019,1.2 Multi-sector engagement,50,African Region
86,2020,1.2 Multi-sector engagement,58.03789731,African Region
86,2021,1.2 Multi-sector engagement,91.96210269,African Region
86,2022,1.2 Multi-sector engagement,91.96210269,African Region
87,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
87,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
87,2019,1.2 Multi-sector engagement,8.037897311,Region of the Americas
87,2020,1.2 Multi-sector engagement,8.037897311,Region of the Americas
87,2021,1.2 Multi-sector engagement,8.037897311,Region of the Americas
87,2022,1.2 Multi-sector engagement,8.037897311,Region of the Americas
88,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
88,2018,1.2 Multi-sector engagement,24.11369193,Region of the Americas
88,2019,1.2 Multi-sector engagement,24.11369193,Region of the Americas
88,2020,1.2 Multi-sector engagement,24.11369193,Region of the Americas
88,2021,1.2 Multi-sector engagement,24.11369193,Region of the Americas
88,2022,1.2 Multi-sector engagement,24.11369193,Region of the Americas
89,2017,1.2 Multi-sector engagement,0,Region of the Americas
89,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
89,2019,1.2 Multi-sector engagement,8.037897311,Region of the Americas
89,2020,1.2 Multi-sector engagement,8.037897311,Region of the Americas
89,2021,1.2 Multi-sector engagement,8.037897311,Region of the Americas
89,2022,1.2 Multi-sector engagement,16.07579462,Region of the Americas
90,2017,1.2 Multi-sector engagement,8.037897311,European Region
90,2018,1.2 Multi-sector engagement,8.037897311,European Region
90,2019,1.2 Multi-sector engagement,8.037897311,European Region
90,2020,1.2 Multi-sector engagement,8.037897311,European Region
90,2021,1.2 Multi-sector engagement,0,European Region
90,2022,1.2 Multi-sector engagement,24.11369193,European Region
91,2017,1.2 Multi-sector engagement,8.037897311,African Region
91,2018,1.2 Multi-sector engagement,8.037897311,African Region
91,2019,1.2 Multi-sector engagement,8.037897311,African Region
91,2020,1.2 Multi-sector engagement,75.88630807,African Region
91,2021,1.2 Multi-sector engagement,75.88630807,African Region
91,2022,1.2 Multi-sector engagement,75.88630807,African Region
92,2017,1.2 Multi-sector engagement,0,African Region
92,2018,1.2 Multi-sector engagement,8.037897311,African Region
92,2019,1.2 Multi-sector engagement,75.88630807,African Region
92,2020,1.2 Multi-sector engagement,75.88630807,African Region
92,2021,1.2 Multi-sector engagement,75.88630807,African Region
92,2022,1.2 Multi-sector engagement,75.88630807,African Region
93,2017,1.2 Multi-sector engagement,100,Western Pacific Region
93,2018,1.2 Multi-sector engagement,100,Western Pacific Region
93,2019,1.2 Multi-sector engagement,100,Western Pacific Region
93,2020,1.2 Multi-sector engagement,100,Western Pacific Region
93,2021,1.2 Multi-sector engagement,100,Western Pacific Region
93,2022,1.2 Multi-sector engagement,100,Western Pacific Region
94,2017,1.2 Multi-sector engagement,83.92420538,European Region
94,2018,1.2 Multi-sector engagement,100,European Region
94,2019,1.2 Multi-sector engagement,100,European Region
94,2020,1.2 Multi-sector engagement,91.96210269,European Region
94,2021,1.2 Multi-sector engagement,91.96210269,European Region
94,2022,1.2 Multi-sector engagement,100,European Region
95,2017,1.2 Multi-sector engagement,8.037897311,Eastern Mediterranean Region
95,2018,1.2 Multi-sector engagement,16.07579462,Eastern Mediterranean Region
95,2019,1.2 Multi-sector engagement,24.11369193,Eastern Mediterranean Region
95,2020,1.2 Multi-sector engagement,24.11369193,Eastern Mediterranean Region
95,2021,1.2 Multi-sector engagement,24.11369193,Eastern Mediterranean Region
95,2022,1.2 Multi-sector engagement,32.15158924,Eastern Mediterranean Region
96,2017,1.2 Multi-sector engagement,0,European Region
96,2018,1.2 Multi-sector engagement,24.11369193,European Region
96,2019,1.2 Multi-sector engagement,16.07579462,European Region
96,2020,1.2 Multi-sector engagement,24.11369193,European Region
96,2021,1.2 Multi-sector engagement,16.07579462,European Region
96,2022,1.2 Multi-sector engagement,32.15158924,European Region
97,2017,1.2 Multi-sector engagement,100,European Region
97,2018,1.2 Multi-sector engagement,100,European Region
97,2019,1.2 Multi-sector engagement,100,European Region
97,2020,1.2 Multi-sector engagement,100,European Region
97,2021,1.2 Multi-sector engagement,100,European Region
97,2022,1.2 Multi-sector engagement,100,European Region
98,2017,1.2 Multi-sector engagement,16.07579462,European Region
98,2018,1.2 Multi-sector engagement,16.07579462,European Region
98,2019,1.2 Multi-sector engagement,83.92420538,European Region
98,2020,1.2 Multi-sector engagement,83.92420538,European Region
98,2021,1.2 Multi-sector engagement,83.92420538,European Region
98,2022,1.2 Multi-sector engagement,83.92420538,European Region
99,2017,1.2 Multi-sector engagement,41.96210269,South-East Asia Region
99,2018,1.2 Multi-sector engagement,41.96210269,South-East Asia Region
99,2019,1.2 Multi-sector engagement,41.96210269,South-East Asia Region
99,2020,1.2 Multi-sector engagement,50,South-East Asia Region
99,2021,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
99,2022,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
100,2017,1.2 Multi-sector engagement,8.037897311,European Region
100,2018,1.2 Multi-sector engagement,82.15158924,European Region
100,2019,1.2 Multi-sector engagement,58.03789731,European Region
100,2020,1.2 Multi-sector engagement,82.15158924,European Region
100,2021,1.2 Multi-sector engagement,58.03789731,European Region
100,2022,1.2 Multi-sector engagement,66.07579462,European Region
101,2017,1.2 Multi-sector engagement,66.07579462,South-East Asia Region
101,2018,1.2 Multi-sector engagement,66.07579462,South-East Asia Region
101,2019,1.2 Multi-sector engagement,66.07579462,South-East Asia Region
101,2020,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
101,2021,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
101,2022,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
102,2017,1.2 Multi-sector engagement,8.037897311,African Region
102,2018,1.2 Multi-sector engagement,8.037897311,African Region
102,2019,1.2 Multi-sector engagement,75.88630807,African Region
102,2020,1.2 Multi-sector engagement,75.88630807,African Region
102,2021,1.2 Multi-sector engagement,100,African Region
102,2022,1.2 Multi-sector engagement,83.92420538,African Region
103,2017,1.2 Multi-sector engagement,0,Western Pacific Region
103,2018,1.2 Multi-sector engagement,16.07579462,Western Pacific Region
103,2019,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
103,2020,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
103,2021,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
103,2022,1.2 Multi-sector engagement,75.88630807,Western Pacific Region
104,2017,1.2 Multi-sector engagement,32.15158924,African Region
104,2018,1.2 Multi-sector engagement,8.037897311,African Region
104,2019,1.2 Multi-sector engagement,8.037897311,African Region
104,2020,1.2 Multi-sector engagement,75.88630807,African Region
104,2021,1.2 Multi-sector engagement,75.88630807,African Region
104,2022,1.2 Multi-sector engagement,75.88630807,African Region
105,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
105,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
105,2019,1.2 Multi-sector engagement,8.037897311,Region of the Americas
105,2020,1.2 Multi-sector engagement,8.037897311,Region of the Americas
105,2021,1.2 Multi-sector engagement,8.037897311,Region of the Americas
105,2022,1.2 Multi-sector engagement,8.037897311,Region of the Americas
106,2017,1.2 Multi-sector engagement,100,European Region
106,2018,1.2 Multi-sector engagement,100,European Region
106,2019,1.2 Multi-sector engagement,100,European Region
106,2020,1.2 Multi-sector engagement,100,European Region
106,2021,1.2 Multi-sector engagement,100,European Region
106,2022,1.2 Multi-sector engagement,100,European Region
107,2017,1.2 Multi-sector engagement,8.037897311,European Region
107,2018,1.2 Multi-sector engagement,32.15158924,European Region
107,2019,1.2 Multi-sector engagement,50,European Region
107,2020,1.2 Multi-sector engagement,50,European Region
107,2021,1.2 Multi-sector engagement,41.96210269,European Region
107,2022,1.2 Multi-sector engagement,41.96210269,European Region
108,2017,1.2 Multi-sector engagement,16.07579462,Region of the Americas
108,2018,1.2 Multi-sector engagement,16.07579462,Region of the Americas
108,2019,1.2 Multi-sector engagement,16.07579462,Region of the Americas
108,2020,1.2 Multi-sector engagement,16.07579462,Region of the Americas
108,2021,1.2 Multi-sector engagement,16.07579462,Region of the Americas
108,2022,1.2 Multi-sector engagement,16.07579462,Region of the Americas
109,2017,1.2 Multi-sector engagement,83.92420538,European Region
109,2018,1.2 Multi-sector engagement,100,European Region
109,2019,1.2 Multi-sector engagement,100,European Region
109,2020,1.2 Multi-sector engagement,100,European Region
109,2021,1.2 Multi-sector engagement,100,European Region
109,2022,1.2 Multi-sector engagement,100,European Region
110,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
110,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
110,2019,1.2 Multi-sector engagement,8.037897311,Region of the Americas
110,2020,1.2 Multi-sector engagement,32.15158924,Region of the Americas
110,2021,1.2 Multi-sector engagement,8.037897311,Region of the Americas
110,2022,1.2 Multi-sector engagement,8.037897311,Region of the Americas
111,2017,1.2 Multi-sector engagement,8.037897311,Eastern Mediterranean Region
111,2018,1.2 Multi-sector engagement,8.037897311,Eastern Mediterranean Region
111,2019,1.2 Multi-sector engagement,8.037897311,Eastern Mediterranean Region
111,2020,1.2 Multi-sector engagement,75.88630807,Eastern Mediterranean Region
111,2021,1.2 Multi-sector engagement,75.88630807,Eastern Mediterranean Region
111,2022,1.2 Multi-sector engagement,75.88630807,Eastern Mediterranean Region
112,2017,1.2 Multi-sector engagement,83.92420538,South-East Asia Region
112,2018,1.2 Multi-sector engagement,83.92420538,South-East Asia Region
112,2019,1.2 Multi-sector engagement,83.92420538,South-East Asia Region
112,2020,1.2 Multi-sector engagement,83.92420538,South-East Asia Region
112,2021,1.2 Multi-sector engagement,83.92420538,South-East Asia Region
112,2022,1.2 Multi-sector engagement,83.92420538,South-East Asia Region
113,2017,1.2 Multi-sector engagement,0,African Region
113,2018,1.2 Multi-sector engagement,0,African Region
113,2019,1.2 Multi-sector engagement,0,African Region
113,2020,1.2 Multi-sector engagement,0,African Region
113,2021,1.2 Multi-sector engagement,0,African Region
113,2022,1.2 Multi-sector engagement,0,African Region
114,2017,1.2 Multi-sector engagement,8.037897311,European Region
114,2018,1.2 Multi-sector engagement,8.037897311,European Region
114,2019,1.2 Multi-sector engagement,8.037897311,European Region
114,2020,1.2 Multi-sector engagement,8.037897311,European Region
114,2021,1.2 Multi-sector engagement,8.037897311,European Region
114,2022,1.2 Multi-sector engagement,8.037897311,European Region
115,2017,1.2 Multi-sector engagement,0,African Region
115,2018,1.2 Multi-sector engagement,0,African Region
115,2019,1.2 Multi-sector engagement,0,African Region
115,2020,1.2 Multi-sector engagement,0,African Region
115,2021,1.2 Multi-sector engagement,0,African Region
115,2022,1.2 Multi-sector engagement,8.037897311,African Region
116,2017,1.2 Multi-sector engagement,8.037897311,African Region
116,2018,1.2 Multi-sector engagement,8.037897311,African Region
116,2019,1.2 Multi-sector engagement,8.037897311,African Region
116,2020,1.2 Multi-sector engagement,8.037897311,African Region
116,2021,1.2 Multi-sector engagement,75.88630807,African Region
116,2022,1.2 Multi-sector engagement,83.92420538,African Region
117,2017,1.2 Multi-sector engagement,8.037897311,South-East Asia Region
117,2018,1.2 Multi-sector engagement,41.96210269,South-East Asia Region
117,2019,1.2 Multi-sector engagement,50,South-East Asia Region
117,2020,1.2 Multi-sector engagement,50,South-East Asia Region
117,2021,1.2 Multi-sector engagement,50,South-East Asia Region
117,2022,1.2 Multi-sector engagement,50,South-East Asia Region
118,2017,1.2 Multi-sector engagement,41.96210269,Region of the Americas
118,2018,1.2 Multi-sector engagement,41.96210269,Region of the Americas
118,2019,1.2 Multi-sector engagement,41.96210269,Region of the Americas
118,2020,1.2 Multi-sector engagement,41.96210269,Region of the Americas
118,2021,1.2 Multi-sector engagement,58.03789731,Region of the Americas
118,2022,1.2 Multi-sector engagement,58.03789731,Region of the Americas
119,2017,1.2 Multi-sector engagement,0,European Region
119,2018,1.2 Multi-sector engagement,8.037897311,European Region
119,2019,1.2 Multi-sector engagement,8.037897311,European Region
119,2020,1.2 Multi-sector engagement,8.037897311,European Region
119,2021,1.2 Multi-sector engagement,8.037897311,European Region
119,2022,1.2 Multi-sector engagement,8.037897311,European Region
120,2017,1.2 Multi-sector engagement,66.07579462,European Region
120,2018,1.2 Multi-sector engagement,66.07579462,European Region
120,2019,1.2 Multi-sector engagement,66.07579462,European Region
120,2020,1.2 Multi-sector engagement,66.07579462,European Region
120,2021,1.2 Multi-sector engagement,58.03789731,European Region
120,2022,1.2 Multi-sector engagement,58.03789731,European Region
121,2017,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
121,2018,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
121,2019,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
121,2020,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
121,2021,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
121,2022,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
122,2017,1.2 Multi-sector engagement,0,Region of the Americas
122,2018,1.2 Multi-sector engagement,0,Region of the Americas
122,2019,1.2 Multi-sector engagement,0,Region of the Americas
122,2020,1.2 Multi-sector engagement,0,Region of the Americas
122,2021,1.2 Multi-sector engagement,0,Region of the Americas
122,2022,1.2 Multi-sector engagement,0,Region of the Americas
123,2017,1.2 Multi-sector engagement,24.11369193,Region of the Americas
123,2018,1.2 Multi-sector engagement,24.11369193,Region of the Americas
123,2019,1.2 Multi-sector engagement,24.11369193,Region of the Americas
123,2020,1.2 Multi-sector engagement,24.11369193,Region of the Americas
123,2021,1.2 Multi-sector engagement,24.11369193,Region of the Americas
123,2022,1.2 Multi-sector engagement,66.07579462,Region of the Americas
124,2017,1.2 Multi-sector engagement,0,Western Pacific Region
124,2018,1.2 Multi-sector engagement,0,Western Pacific Region
124,2019,1.2 Multi-sector engagement,0,Western Pacific Region
124,2020,1.2 Multi-sector engagement,0,Western Pacific Region
124,2021,1.2 Multi-sector engagement,0,Western Pacific Region
124,2022,1.2 Multi-sector engagement,0,Western Pacific Region
125,2017,1.2 Multi-sector engagement,66.07579462,European Region
125,2018,1.2 Multi-sector engagement,50,European Region
125,2019,1.2 Multi-sector engagement,66.07579462,European Region
125,2020,1.2 Multi-sector engagement,58.03789731,European Region
125,2021,1.2 Multi-sector engagement,41.96210269,European Region
125,2022,1.2 Multi-sector engagement,58.03789731,European Region
126,2017,1.2 Multi-sector engagement,24.11369193,Western Pacific Region
126,2018,1.2 Multi-sector engagement,24.11369193,Western Pacific Region
126,2019,1.2 Multi-sector engagement,24.11369193,Western Pacific Region
126,2020,1.2 Multi-sector engagement,24.11369193,Western Pacific Region
126,2021,1.2 Multi-sector engagement,24.11369193,Western Pacific Region
126,2022,1.2 Multi-sector engagement,24.11369193,Western Pacific Region
127,2017,1.2 Multi-sector engagement,8.037897311,African Region
127,2018,1.2 Multi-sector engagement,8.037897311,African Region
127,2019,1.2 Multi-sector engagement,8.037897311,African Region
127,2020,1.2 Multi-sector engagement,8.037897311,African Region
127,2021,1.2 Multi-sector engagement,8.037897311,African Region
127,2022,1.2 Multi-sector engagement,8.037897311,African Region
128,2017,1.2 Multi-sector engagement,83.92420538,African Region
128,2018,1.2 Multi-sector engagement,83.92420538,African Region
128,2019,1.2 Multi-sector engagement,83.92420538,African Region
128,2020,1.2 Multi-sector engagement,75.88630807,African Region
128,2021,1.2 Multi-sector engagement,75.88630807,African Region
128,2022,1.2 Multi-sector engagement,75.88630807,African Region
129,2017,1.2 Multi-sector engagement,0,African Region
129,2018,1.2 Multi-sector engagement,0,African Region
129,2019,1.2 Multi-sector engagement,0,African Region
129,2020,1.2 Multi-sector engagement,24.11369193,African Region
129,2021,1.2 Multi-sector engagement,8.037897311,African Region
129,2022,1.2 Multi-sector engagement,16.07579462,African Region
130,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
130,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
130,2019,1.2 Multi-sector engagement,8.037897311,Region of the Americas
130,2020,1.2 Multi-sector engagement,0,Region of the Americas
130,2021,1.2 Multi-sector engagement,8.037897311,Region of the Americas
130,2022,1.2 Multi-sector engagement,0,Region of the Americas
131,2017,1.2 Multi-sector engagement,75.88630807,South-East Asia Region
131,2018,1.2 Multi-sector engagement,75.88630807,South-East Asia Region
131,2019,1.2 Multi-sector engagement,75.88630807,South-East Asia Region
131,2020,1.2 Multi-sector engagement,91.96210269,South-East Asia Region
131,2021,1.2 Multi-sector engagement,91.96210269,South-East Asia Region
131,2022,1.2 Multi-sector engagement,91.96210269,South-East Asia Region
132,2017,1.2 Multi-sector engagement,50,Eastern Mediterranean Region
132,2018,1.2 Multi-sector engagement,50,Eastern Mediterranean Region
132,2019,1.2 Multi-sector engagement,50,Eastern Mediterranean Region
132,2020,1.2 Multi-sector engagement,58.03789731,Eastern Mediterranean Region
132,2021,1.2 Multi-sector engagement,58.03789731,Eastern Mediterranean Region
132,2022,1.2 Multi-sector engagement,66.07579462,Eastern Mediterranean Region
133,2017,1.2 Multi-sector engagement,0,Eastern Mediterranean Region
133,2018,1.2 Multi-sector engagement,8.037897311,Eastern Mediterranean Region
133,2019,1.2 Multi-sector engagement,75.88630807,Eastern Mediterranean Region
133,2020,1.2 Multi-sector engagement,51.77261614,Eastern Mediterranean Region
133,2021,1.2 Multi-sector engagement,51.77261614,Eastern Mediterranean Region
133,2022,1.2 Multi-sector engagement,51.77261614,Eastern Mediterranean Region
134,2017,1.2 Multi-sector engagement,32.15158924,African Region
134,2018,1.2 Multi-sector engagement,16.07579462,African Region
134,2019,1.2 Multi-sector engagement,8.037897311,African Region
134,2020,1.2 Multi-sector engagement,75.88630807,African Region
134,2021,1.2 Multi-sector engagement,75.88630807,African Region
134,2022,1.2 Multi-sector engagement,75.88630807,African Region
135,2017,1.2 Multi-sector engagement,41.96210269,Western Pacific Region
135,2018,1.2 Multi-sector engagement,41.96210269,Western Pacific Region
135,2019,1.2 Multi-sector engagement,41.96210269,Western Pacific Region
135,2020,1.2 Multi-sector engagement,41.96210269,Western Pacific Region
135,2021,1.2 Multi-sector engagement,41.96210269,Western Pacific Region
135,2022,1.2 Multi-sector engagement,41.96210269,Western Pacific Region
136,2017,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
136,2018,1.2 Multi-sector engagement,82.15158924,South-East Asia Region
136,2019,1.2 Multi-sector engagement,74.11369193,South-East Asia Region
136,2020,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
136,2021,1.2 Multi-sector engagement,58.03789731,South-East Asia Region
136,2022,1.2 Multi-sector engagement,66.07579462,South-East Asia Region
137,2017,1.2 Multi-sector engagement,83.92420538,African Region
137,2018,1.2 Multi-sector engagement,75.88630807,African Region
137,2019,1.2 Multi-sector engagement,75.88630807,African Region
137,2020,1.2 Multi-sector engagement,75.88630807,African Region
137,2021,1.2 Multi-sector engagement,75.88630807,African Region
137,2022,1.2 Multi-sector engagement,75.88630807,African Region
138,2017,1.2 Multi-sector engagement,50,European Region
138,2018,1.2 Multi-sector engagement,50,European Region
138,2019,1.2 Multi-sector engagement,83.92420538,European Region
138,2020,1.2 Multi-sector engagement,83.92420538,European Region
138,2021,1.2 Multi-sector engagement,83.92420538,European Region
138,2022,1.2 Multi-sector engagement,83.92420538,European Region
139,2017,1.2 Multi-sector engagement,8.037897311,African Region
139,2018,1.2 Multi-sector engagement,83.92420538,African Region
139,2019,1.2 Multi-sector engagement,83.92420538,African Region
139,2020,1.2 Multi-sector engagement,83.92420538,African Region
139,2021,1.2 Multi-sector engagement,75.88630807,African Region
139,2022,1.2 Multi-sector engagement,75.88630807,African Region
140,2017,1.2 Multi-sector engagement,8.037897311,Region of the Americas
140,2018,1.2 Multi-sector engagement,8.037897311,Region of the Americas
140,2019,1.2 Multi-sector engagement,75.88630807,Region of the Americas
140,2020,1.2 Multi-sector engagement,75.88630807,Region of the Americas
140,2021,1.2 Multi-sector engagement,75.88630807,Region of the Americas
140,2022,1.2 Multi-sector engagement,75.88630807,Region of the Americas
141,2017,1.2 Multi-sector engagement,66.07579462,European Region
141,2018,1.2 Multi-sector engagement,41.96210269,European Region
141,2019,1.2 Multi-sector engagement,58.03789731,European Region
141,2020,1.2 Multi-sector engagement,41.96210269,European Region
141,2021,1.2 Multi-sector engagement,41.96210269,European Region
141,2022,1.2 Multi-sector engagement,41.96210269,European Region
142,2017,1.2 Multi-sector engagement,82.15158924,European Region
142,2018,1.2 Multi-sector engagement,82.15158924,European Region
142,2019,1.2 Multi-sector engagement,82.15158924,European Region
142,2020,1.2 Multi-sector engagement,100,European Region
142,2021,1.2 Multi-sector engagement,100,European Region
142,2022,1.2 Multi-sector engagement,100,European Region
143,2017,1.2 Multi-sector engagement,0,African Region
143,2018,1.2 Multi-sector engagement,0,African Region
143,2019,1.2 Multi-sector engagement,0,African Region
143,2020,1.2 Multi-sector engagement,8.037897311,African Region
143,2021,1.2 Multi-sector engagement,0,African Region
143,2022,1.2 Multi-sector engagement,8.037897311,African Region
144,2017,1.2 Multi-sector engagement,67.84841076,Western Pacific Region
144,2018,1.2 Multi-sector engagement,67.84841076,Western Pacific Region
144,2019,1.2 Multi-sector engagement,67.84841076,Western Pacific Region
144,2020,1.2 Multi-sector engagement,67.84841076,Western Pacific Region
144,2021,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
144,2022,1.2 Multi-sector engagement,83.92420538,Western Pacific Region
145,2017,1.2 Multi-sector engagement,0,African Region
145,2018,1.2 Multi-sector engagement,0,African Region
145,2019,1.2 Multi-sector engagement,0,African Region
145,2020,1.2 Multi-sector engagement,0,African Region
145,2021,1.2 Multi-sector engagement,0,African Region
145,2022,1.2 Multi-sector engagement,16.07579462,African Region
