id,year,value,WHO_Region
182,2022,85.35,European Region
183,2017,16.2,African Region
183,2018,16.56,African Region
183,2019,15.46,African Region
183,2020,15.86,African Region
183,2021,15.86,African Region
183,2022,15.86,African Region
184,2017,49.38,African Region
184,2018,50.53,African Region
184,2019,61.57,African Region
184,2020,56.69,African Region
184,2021,62.15,African Region
184,2022,61.03,African Region
185,2017,71.29,European Region
185,2018,69.95,European Region
185,2019,68.96,European Region
185,2020,74.96,European Region
185,2021,84.88,European Region
185,2022,87.66,European Region
186,2017,25.01,Eastern Mediterranean Region
186,2018,59.61,Eastern Mediterranean Region
186,2019,62.9,Eastern Mediterranean Region
186,2020,65.03,Eastern Mediterranean Region
186,2021,58.9,Eastern Mediterranean Region
186,2022,53.62,Eastern Mediterranean Region
187,2017,43.56,Region of the Americas
187,2018,44.3,Region of the Americas
187,2019,43.93,Region of the Americas
187,2020,41.43,Region of the Americas
187,2021,41.43,Region of the Americas
187,2022,44.68,Region of the Americas
188,2017,59.12,Western Pacific Region
188,2018,60.27,Western Pacific Region
188,2019,59.22,Western Pacific Region
188,2020,66.56,Western Pacific Region
188,2021,64.12,Western Pacific Region
188,2022,60.32,Western Pacific Region
189,2017,9.71,Western Pacific Region
189,2018,9.71,Western Pacific Region
189,2019,34.82,Western Pacific Region
189,2020,32.33,Western Pacific Region
189,2021,32.33,Western Pacific Region
189,2022,34.27,Western Pacific Region
190,2017,36.79,European Region
190,2018,37.06,European Region
190,2019,40.23,European Region
190,2020,43.89,European Region
190,2021,41.2,European Region
190,2022,45.12,European Region
191,2017,5.65,Region of the Americas
191,2018,8.76,Region of the Americas
191,2019,8.76,Region of the Americas
191,2020,8.76,Region of the Americas
191,2021,8.76,Region of the Americas
191,2022,12.95,Region of the Americas
192,2017,12.88,Region of the Americas
192,2018,14.23,Region of the Americas
192,2019,14.23,Region of the Americas
192,2020,23.7,Region of the Americas
192,2021,10.31,Region of the Americas
192,2022,8.64,Region of the Americas
193,2017,38.67,Western Pacific Region
193,2018,37.21,Western Pacific Region
193,2019,53.65,Western Pacific Region
193,2020,38.95,Western Pacific Region
193,2021,49.84,Western Pacific Region
193,2022,53.55,Western Pacific Region
