"id","ISO3","Country","Year","Value"
8,216,216,2,-4.147665145
8,216,216,3,-4.004743509
8,216,216,4,-2.357937574
8,216,216,5,-1.892665639
8,216,216,6,-0.411540593
8,216,216,7,-0.218311638
9,472,472,1,2.598558658
9,472,472,2,3.529474802
9,472,472,3,4.579980687
9,472,472,4,6.047387812
9,472,472,5,6.725579336
9,472,472,6,7.144428501
9,472,472,7,7.791375115
10,272,272,1,-0.700709747
10,272,272,2,0.085348144
10,272,272,3,1.086413574
10,272,272,4,1.335098804
10,272,272,5,2.510987544
10,272,272,6,4.085150224
10,272,272,7,4.831876195
11,143,143,1,2.181798421
11,143,143,2,1.304081069
11,143,143,3,1.680547708
11,143,143,4,0.981576257
11,143,143,5,1.644666365
11,143,143,6,2.315840124
11,143,143,7,2.981531773
12,88,88,1,0.165052728
12,88,88,2,-0.206989675
12,88,88,3,0.502005783
12,88,88,4,3.16393818
12,88,88,5,3.191167507
12,88,88,6,3.199000945
12,88,88,7,3.300072622
13,80,80,1,0.552436852
13,80,80,2,1.655096973
13,80,80,3,1.928762824
13,80,80,4,2.514651825
13,80,80,5,4.175544346
13,80,80,6,4.294886387
13,80,80,7,4.839507989
14,276,276,1,-2.289957459
14,276,276,2,-4.524860701
14,276,276,3,-4.869367183
14,276,276,4,-5.535953765
14,276,276,5,-6.126475737
14,276,276,6,-6.559416029
14,276,276,7,-6.611950161
15,40,40,1,-2.70747216
15,40,40,2,-2.62738728
15,40,40,3,-4.420679039
15,40,40,4,-4.637665258
15,40,40,5,-4.446146648
15,40,40,6,-4.617511087
15,40,40,7,-5.066532457
16,331,331,1,-2.217891792
16,331,331,2,-2.00702203
16,331,331,3,-2.063402578
16,331,331,4,-0.867112446
16,331,331,5,0.311162285
16,331,331,6,-0.121623493
16,331,331,7,1.088984379
17,307,307,1,-2.275877965
17,307,307,2,-2.327047946
17,307,307,3,-2.089123876
17,307,307,4,-1.888719227
17,307,307,5,-0.828962098
17,307,307,6,-0.000889388
17,307,307,7,0.387001101
18,244,244,1,-0.311811513
18,244,244,2,0.540833938
18,244,244,3,1.201083719
18,244,244,4,1.33965478
18,244,244,5,2.126882981
18,244,244,6,2.892471572
18,244,244,7,3.849374053
19,154,154,1,-1.522722177
19,154,154,2,-1.367544875
19,154,154,3,-3.267998064
19,154,154,4,-4.697575403
19,154,154,5,-3.703779591
19,154,154,6,-4.03342131
19,154,154,7,-3.821381439
20,183,183,1,0.518149955
20,183,183,2,6.287014866
20,183,183,3,8.513936367
20,183,183,4,12.62334144
20,183,183,5,14.74874771
20,183,183,6,17.01674506
20,183,183,7,18.36000844
21,374,374,1,-2.503744611
21,374,374,2,-1.125018752
21,374,374,3,-0.788126282
21,374,374,4,-0.628856383
21,374,374,5,0.337038746
21,374,374,6,0.814629336
21,374,374,7,1.248075815
22,379,379,1,2.349934182
22,379,379,2,2.942584335
22,379,379,3,1.192465537
22,379,379,4,0.66718934
22,379,379,5,1.155781593
22,379,379,6,1.266298665
22,379,379,7,1.613367008
23,255,255,1,-0.533599986
23,255,255,2,-1.686891648
23,255,255,3,-0.855051569
23,255,255,4,-0.189001401
23,255,255,5,-0.437842202
23,255,255,6,0.210495166
23,255,255,7,0.051444184
24,538,538,1,0.833686625
24,538,538,2,1.634790352
24,538,538,3,3.018664669
24,538,538,4,4.824686866
24,538,538,5,5.259540473
24,538,538,6,5.79374368
24,538,538,7,7.200842107
25,328,328,1,0.734881239
25,328,328,2,2.220894726
25,328,328,3,2.637937964
25,328,328,4,3.801948321
25,328,328,5,4.500608198
25,328,328,6,5.358650966
25,328,328,7,6.844802693
26,484,484,1,2.171526214
26,484,484,2,1.382332445
26,484,484,3,2.128082546
26,484,484,4,2.727645097
26,484,484,5,2.104227107
26,484,484,6,1.981060478
26,484,484,7,1.592788379
27,66,66,1,-1.701442566
27,66,66,2,-1.595795659
27,66,66,3,-1.601288591
27,66,66,4,-1.175612223
27,66,66,5,-2.902669496
27,66,66,6,-1.849894298
27,66,66,7,0.057595329
28,327,327,1,-0.198895438
28,327,327,2,0.327850733
28,327,327,3,2.529158105
28,327,327,4,2.470001386
28,327,327,5,1.845868687
28,327,327,6,2.428369699
28,327,327,7,2.87870277
29,393,393,1,-3.512539641
29,393,393,2,-3.746713025
29,393,393,3,-3.348396739
29,393,393,4,-2.364748313
29,393,393,5,-2.426665807
29,393,393,6,-1.288664461
29,393,393,7,-0.772945425
30,384,384,1,-1.086885779
30,384,384,2,-1.336620728
30,384,384,3,-0.193167668
30,384,384,4,0.622118972
30,384,384,5,1.441863142
30,384,384,6,1.683854112
30,384,384,7,2.156355402
31,537,537,1,-0.981563333
31,537,537,2,-0.343048368
31,537,537,3,-0.572217482
31,537,537,4,-2.134894537
31,537,537,5,-1.960265972
31,537,537,6,-2.063998037
31,537,537,7,-1.743887421
32,144,144,1,3.618545998
32,144,144,2,4.172232983
32,144,144,3,10.82147756
32,144,144,4,8.477858152
32,144,144,5,12.30758228
32,144,144,6,13.05455597
32,144,144,7,13.29222047
33,146,146,1,7.263214441
33,146,146,2,9.721097693
33,146,146,3,12.51647266
33,146,146,4,15.07769005
33,146,146,5,19.43537865
33,146,146,6,24.16242802
33,146,146,7,26.34422865
34,322,322,1,-3.674795751
34,322,322,2,-3.427632252
34,322,322,3,-4.284278902
34,322,322,4,-4.994019553
34,322,322,5,-5.310486393
34,322,322,6,-4.775425484
34,322,322,7,-4.594326074
35,508,508,1,-1.686809
35,508,508,2,-2.440619005
35,508,508,3,-2.472605729
35,508,508,4,-2.081055154
35,508,508,5,-1.633603599
35,508,508,6,-1.347624653
35,508,508,7,-1.502693248
36,463,463,1,-3.556475237
36,463,463,2,-4.443432539
36,463,463,3,-5.012442441
36,463,463,4,-5.429673753
36,463,463,5,-6.009464835
36,463,463,6,-5.683715108
36,463,463,7,-6.65007804
37,571,571,1,-1.684041436
37,571,571,2,-2.521439593
37,571,571,3,-2.469875389
37,571,571,4,-2.706034236
37,571,571,5,-2.710285983
37,571,571,6,-1.139308629
37,571,571,7,-0.330656436
38,278,278,1,2.22729822
38,278,278,2,2.623253944
38,278,278,3,3.079332159
38,278,278,4,3.499905583
38,278,278,5,4.103396557
38,278,278,6,4.514463732
38,278,278,7,4.798058356
39,95,95,1,2.970432265
39,95,95,2,5.630890937
39,95,95,3,8.212366909
39,95,95,4,13.0879683
39,95,95,5,13.53246804
39,95,95,6,13.4295272
39,95,95,7,12.4284287
40,478,478,1,2.519227024
40,478,478,2,1.810964081
40,478,478,3,3.409077157
40,478,478,4,3.956774933
40,478,478,5,3.492372179
40,478,478,6,3.679515425
40,478,478,7,4.847713601
41,277,277,1,-1.011323717
41,277,277,2,-1.641374878
41,277,277,3,-1.782785029
41,277,277,4,-1.0790866
41,277,277,5,-1.195562811
41,277,277,6,-1.218903541
41,277,277,7,-0.824806182
42,474,474,1,-0.696371252
42,474,474,2,-0.761938639
42,474,474,3,-1.185728856
42,474,474,4,-1.616380933
42,474,474,5,-3.30404908
42,474,474,6,-2.799173127
42,474,474,7,-3.862522214
43,31,31,1,1.108997687
43,31,31,2,2.469464288
43,31,31,3,3.300471688
43,31,31,4,3.135386898
43,31,31,5,3.910080678
43,31,31,6,4.997868788
43,31,31,7,5.584402639
44,386,386,1,3.057507792
44,386,386,2,1.462026045
44,386,386,3,1.971594808
44,386,386,4,1.851881381
44,386,386,5,2.845477795
44,386,386,6,3.656651488
44,386,386,7,3.910195641
45,206,206,1,3.864165388
45,206,206,2,5.208783682
45,206,206,3,5.393261865
45,206,206,4,4.886396119
45,206,206,5,5.582316282
45,206,206,6,6.554927846
45,206,206,7,6.992134099
46,486,486,1,1.964365689
46,486,486,2,4.146691201
46,486,486,3,5.614712553
46,486,486,4,5.913622095
46,486,486,5,6.576937896
46,486,486,6,7.137896368
46,486,486,7,8.07851911
47,120,120,1,-2.885465797
47,120,120,2,-4.276913903
47,120,120,3,-3.745205708
47,120,120,4,-3.850556073
47,120,120,5,-4.412275409
47,120,120,6,-4.005298534
47,120,120,7,-3.91437522
48,45,45,1,-0.555532158
48,45,45,2,-0.036131019
48,45,45,3,0.702760601
48,45,45,4,0.892977621
48,45,45,5,1.38649047
48,45,45,6,2.77406289
48,45,45,7,2.934663249
49,583,583,1,0.247818046
49,583,583,2,-0.126921725
49,583,583,3,-0.072645525
49,583,583,4,0.199379914
49,583,583,5,-0.206609056
49,583,583,6,0.290118203
49,583,583,7,0.900591132
50,53,53,1,-3.634194347
50,53,53,2,-3.647609445
50,53,53,3,-0.721216612
50,53,53,4,1.3252398
50,53,53,5,4.079935083
50,53,53,6,5.302060515
50,53,53,7,5.904361908
51,93,93,1,1.333299459
51,93,93,2,1.652286633
51,93,93,3,1.687038647
51,93,93,4,2.427518111
51,93,93,5,2.710188876
51,93,93,6,3.22272733
51,93,93,7,3.782548174
52,321,321,1,-1.65268939
52,321,321,2,-0.131002465
52,321,321,3,2.62888161
52,321,321,4,5.704145315
52,321,321,5,7.98434238
52,321,321,6,9.593050315
52,321,321,7,10.98414586
53,173,173,1,-0.757878008
53,173,173,2,-1.590981989
53,173,173,3,-0.930977871
53,173,173,4,-1.006294063
53,173,173,5,0.050427496
53,173,173,6,1.013200024
53,173,173,7,2.513505982
54,104,104,1,-1.674898056
54,104,104,2,-1.060270881
54,104,104,3,-1.105372705
54,104,104,4,-0.71073624
54,104,104,5,-2.848980474
54,104,104,6,-2.587828499
54,104,104,7,-3.919595814
55,437,437,1,5.107854831
55,437,437,2,6.506979163
55,437,437,3,7.612051635
55,437,437,4,10.4422097
55,437,437,5,12.94851282
55,437,437,6,13.9444378
55,437,437,7,15.13649887
56,553,553,1,0.215156616
56,553,553,2,1.239959899
56,553,553,3,2.196036633
56,553,553,4,2.413392617
56,553,553,5,3.176627451
56,553,553,6,3.889168804
56,553,553,7,4.183294038
57,209,209,1,0.531054472
57,209,209,2,-0.133464738
57,209,209,3,0.026373013
57,209,209,4,-1.267045407
57,209,209,5,-2.184046126
57,209,209,6,-2.527049666
57,209,209,7,-1.727309086
58,171,171,1,2.068761033
58,171,171,2,3.069710517
58,171,171,3,3.55425764
58,171,171,4,3.411783414
58,171,171,5,4.346611138
58,171,171,6,4.593974051
58,171,171,7,5.094521005
59,357,357,1,0.983726251
59,357,357,2,1.929173986
59,357,357,3,2.867759172
59,357,357,4,1.901963147
59,357,357,5,2.335008943
59,357,357,6,2.469494938
59,357,357,7,2.742188304
60,30,30,1,1.081483147
60,30,30,2,2.24155786
60,30,30,3,2.830489462
60,30,30,4,2.622401685
60,30,30,5,3.132715918
60,30,30,6,3.11675907
60,30,30,7,3.575538733
61,373,373,1,1.046639549
61,373,373,2,1.765794839
61,373,373,3,2.56145632
61,373,373,4,2.330582621
61,373,373,5,6.180140701
61,373,373,6,6.732392952
61,373,373,7,6.216993333
62,528,528,1,-3.78407661
62,528,528,2,-3.854402034
62,528,528,3,-4.133581879
62,528,528,4,-4.477230793
62,528,528,5,-4.819127588
