"Country","Country_class","Year","AMR","traj_class","WHO_Region","Income","Strategic_vision","Multi_sector_engagement","Sustainability","Accountability","AMC_surveillance_system","AMR_surveillance_system","Optimization_antimicrobial","Professional_education","Public_awareness","Hygiene_prevention","Research_innovation","Reporting","Policy_adjustment","Effectiveness"
175,165,2018,5.319681993,2,"African Region","LM",45.02240566,75.88630807,62.64204545,100,34.36967632,35.21528998,27.37467018,50,12.5,42.12347505,21.02966841,59.36794582,100,10.87500261
175,165,2019,6.185382491,2,"African Region","LM",45.02240566,75.88630807,62.64204545,100,34.36967632,35.21528998,27.37467018,50,12.5,42.12347505,21.02966841,59.36794582,100,10.87500261
175,165,2020,7.07800553,2,"African Region","LM",55.56721698,83.92420538,100,100,34.36967632,52.63620387,38.24116095,50,25,60.3245841,21.02966841,29.68397291,100,20.51494851
175,165,2021,8.561896109,2,"African Region","LM",65.80188679,83.92420538,100,100,49.82964225,48.6599297,22.62532982,50,25,21.26820702,21.02966841,29.68397291,0,13.62494429
365,170,2017,5.452532498,2,"South-East Asia Region","UM",100,82.15158924,69.60227273,51.05328377,79.17376491,29.56942004,45.25065963,75,45.97156398,34.6349353,100,79.68397291,100,32.0871366
365,170,2018,6.265168704,2,"South-East Asia Region","UM",100,82.15158924,69.60227273,51.05328377,63.71379898,32.24956063,52.37467018,75,47.98578199,26.03974122,100,79.68397291,100,35.11709052
365,170,2019,5.657201451,2,"South-East Asia Region","UM",100,82.15158924,100,51.05328377,77.59795571,32.24956063,42.87598945,66.97860963,63.98104265,30.33733826,100,79.68397291,100,44.9558002
365,170,2020,6.463239017,2,"South-East Asia Region","UM",100,82.15158924,100,51.05328377,100,58.06239016,60.42902375,66.97860963,63.98104265,34.6349353,100,79.68397291,76.80451128,59.48012815
365,170,2021,7.343298873,2,"South-East Asia Region","UM",100,82.15158924,69.60227273,51.05328377,41.31175468,68.82688928,60.42902375,83.95721925,63.98104265,34.6349353,100,79.68397291,100,55.28207516
129,184,2017,5.590049505,2,"European Region","LM",0,8.037897311,0.9375,0,41.31175468,5.360281195,35.75197889,50,34.47867299,43.42680222,57.94066318,0,0,19.97526147
129,184,2018,5.923820472,2,"European Region","LM",10.23466981,8.037897311,0.9375,0,41.31175468,8.040421793,27.37467018,33.02139037,34.47867299,46.17634011,57.94066318,0,0,19.97526147
129,184,2019,5.649394589,2,"European Region","LM",10.23466981,8.037897311,1.193181818,0,34.36967632,17.50878735,27.37467018,33.02139037,20.97156398,46.95036969,57.94066318,0,0,18.46028451
129,184,2020,7.353314886,2,"European Region","LM",10.23466981,8.037897311,1.193181818,0,6.942078365,9.402460457,27.37467018,33.02139037,20.97156398,34.79695009,57.94066318,0,40.11278195,14.90398153
129,184,2021,7.724675673,2,"European Region","LM",10.23466981,0,31.59090909,0,6.942078365,14.76274165,27.37467018,58.02139037,22.98578199,39.09454713,0,0,26.61654135,2.279173543
